itemcode,itemdesc,catcode,category,company,brand,packaging,flavor,color,qty,uomdesc,pack_size,launchdate
53712,HERB LINE KESHA WARDHANI SHAMPOO WITH NEELYADI THAILAM 200 ML PLBOT,26,SHAMPOOS/CONDITIONERS,HERB LINE - SRI LANKA,HERB LINE,PLBOT,,,200,ML,200.00 ML,202202
53713,CLOGARD CAVITY PROTECTION NATURAL CLOVE OIL FIGHTS GERMS STRENG.ENAMEL 40 GM + SAVE RS 5,27,TOOTHPASTE,HEMAS MARKETING,CLOGARD,CDBOX,,,40,GM,40.00 GM,202202
53714,KING FISHER CHILLI POWDER 1000 GM PLPCH,28,COOKING AIDS,KING FISH PRODUCT,KING FISHER,PLPCH,CHILLI POWDER,,1000,GM,1000.00 GM,202202
53715,KING FISHER CHILLI PIECES 1000 GM PLPCH,28,COOKING AIDS,KING FISH PRODUCT,KING FISHER,PLPCH,CHILLI FLAKES,,1000,GM,1000.00 GM,202202
53716,FREELAN CHILLI PIECES 1000 GM PLPCH,28,COOKING AIDS,FREELAN ENTERPRISES,FREELAN,PLPCH,CHILLI FLAKES,,1000,GM,1000.00 GM,202202
53717,RANMINA FENUGREEK POWDER 50 GM PLPCH,28,COOKING AIDS,RANMINA FOOD PRODUCT,RANMINA,PLPCH,OTHER,,50,GM,50.00 GM,202202
53718,ARJUNA - EXERCISE BOOK (A5) 160 PGS - 1 NO,39,STATIONERY,ARJUNA INDUSTRIES,ARJUNA,,160,A5,1,NO,1.00 NO,202202
53719,NALAKA - DRAWING BOOK (A4) 40 PGS - 1 NO,39,STATIONERY,NALAKA EXERCISE BOOK INDUSTRIES (PVT) LTD,NALAKA,,40,A4,1,NO,1.00 NO,202202
53720,RATHNA - EXERCISE BOOK (A5) 160 PGS - 1 NO,39,STATIONERY,PRINT EXCEL PVT LTD,RATHNA,,160,A5,1,NO,1.00 NO,202202
53721,SUN THIN VEGETABLE MIX NOODLES 350 GM PLPCH (SAMAN FOODS),24,NOODLES,SAMAN FOODS PVT LTD,SUN,PLPCH,,BULK,350,GM,350.00 GM,202202
53722,BEST LANKA CHILLI PIECES 500 GM PLPCH,28,COOKING AIDS,BEST LANKA PRODUCTS,BEST LANKA,PLPCH,CHILLI FLAKES,,500,GM,500.00 GM,202202
53723,JANIDU CHILLI POWDER 100 GM PLPCH,28,COOKING AIDS,JANIDU PRODUCTS,JANIDU,PLPCH,CHILLI POWDER,,100,GM,100.00 GM,202202
53724,JANIDU CHILLI POWDER 200 GM PLPCH,28,COOKING AIDS,JANIDU PRODUCTS,JANIDU,PLPCH,CHILLI POWDER,,200,GM,200.00 GM,202202
53725,JANIDU CURRY POWDER 100 GM PLPCH,28,COOKING AIDS,JANIDU PRODUCTS,JANIDU,PLPCH,CURRY,,100,GM,100.00 GM,202202
53727,AK-HITECO - (IMPORTED) - SUPER GLUE 3 GM TUBE,39,STATIONERY,IMPORTED,AK-HITECO,TUBE,,,3,GM,3.00 GM,202202
53728,PARROT - BINDER GLUE 50 GM PLBOT,39,STATIONERY,GOLDEN IMPEX,PARROT,PLBOT,,,50,GM,50.00 GM,202202
53729,VELVET MOISTUREBOOST & VITAMIN COMPLEX JASMIN & WATERMELON SOAP 95 GM EWRPK,13,TOILET SOAP,HEMAS MARKETING,VELVET,EWRPK,JASMINE & WATERMELON,,95,GM,95.00 GM,202202
53730,VELVET MOISTUREBOOST & VITAMIN COMPLEX MORINGA & RICE MILK SOAP 95 GM EWRPK,13,TOILET SOAP,HEMAS MARKETING,VELVET,EWRPK,MORINGA & RICE MILK,,95,GM,95.00 GM,202202
53731,PEARS NATURAL EXT. VENIVEL & TURMERIC BABY SOAP PEDIATRICIAN TESTED CDBOX (70*5) 350 GM + SAVE RS 45,13,TOILET SOAP,UNILEVER SRI LANKA LTD,PEARS BABY,CDBOX,SANDALWOOD & TURMERIC,,350,GM,350.00 GM,202202
53732,PEARS BED TIME BABY SOAP WITH MOISTURE CREAM CDBOX (70*5) 350 GM + SAVE RS 45,13,TOILET SOAP,UNILEVER SRI LANKA LTD,PEARS BABY,CDBOX,UNSPECIFIED,,350,GM,350.00 GM,202202
53733,REBECCA LEE BABY MAGICAL MOMENTS DEENO DINO BABY SOAP BLUEBERRY BOOM 75 GM CDBOX,13,TOILET SOAP,ICL MARKETING,REBECCA LEE BABY,CDBOX,BLUEBERRY,,75,GM,75.00 GM,202202
53734,REBECCA LEE BABY MAGICAL MOMENTS DREAMY PRINCESS BABY SOAP STRAWBERRY FRESH 75 GM CDBOX,13,TOILET SOAP,ICL MARKETING,REBECCA LEE BABY,CDBOX,STRAWBERRY,,75,GM,75.00 GM,202202
53735,REBECCA LEE BABY MAGICAL MOMENTS CHEEKY MONKEY BABY SOAP TANGO MANGO 75 GM CDBOX,13,TOILET SOAP,ICL MARKETING,REBECCA LEE BABY,CDBOX,MANGO,,75,GM,75.00 GM,202202
53736,BABY CHERAMY FLORAL BABY CREAM NIL MANEL & MILK 100 ML PLBOT,19,CREAMS & LOTIONS,HEMAS MARKETING,BABY CHERAMY,PLBOT,NIL MANEL+ MILK,,100,ML,100.00 ML,202202
53737,SAMUEL'S WOK NOODLES 400 GM PLPCH,24,NOODLES,SAMUEL'S FOOD PRODUCTS,SAMUEL'S,PLPCH,,BULK,400,GM,400.00 GM,202202
53738,YASHMEE NOODLES 500 GM PLPCH,24,NOODLES,YASHMEE FOOD PRODUCTS,YASHMEE,PLPCH,,BULK,500,GM,500.00 GM,202202
53739,NELCO NOODLES 500 GM PLPCH,24,NOODLES,NELCO FOOD PRODUCTS (PVT) LTD,NELCO,PLPCH,,BULK,500,GM,500.00 GM,202202
53740,CEYLON CHILLI POWDER 1000 GM PLPCH,28,COOKING AIDS,CEYLON PREMIUM FOODS,CEYLON,PLPCH,CHILLI POWDER,,1000,GM,1000.00 GM,202202
53741,LAKSHAKTHI TURMERIC POWDER 25 GM PLPCH,28,COOKING AIDS,LAKSHAKTHI FOOD PRODUCTS,LAKSHAKTHI,PLPCH,TURMERIC,,25,GM,25.00 GM,202202
53742,SARUPA CHILLI PIECES (STEM LESS) 50 GM PLPCH,28,COOKING AIDS,SARUPA PRODUCTS,SARUPA,PLPCH,CHILLI FLAKES,,50,GM,50.00 GM,202202
53743,SARUPA CURRY POWDER 100 GM PLPCH,28,COOKING AIDS,SARUPA PRODUCTS,SARUPA,PLPCH,CURRY,,100,GM,100.00 GM,202202
53744,SARUPA CHILLI POWDER 100 GM PLPCH,28,COOKING AIDS,SARUPA PRODUCTS,SARUPA,PLPCH,CHILLI POWDER,,100,GM,100.00 GM,202202
53745,SARUPA CHILLI POWDER 50 GM PLPCH,28,COOKING AIDS,SARUPA PRODUCTS,SARUPA,PLPCH,CHILLI POWDER,,50,GM,50.00 GM,202202
53746,LITHOMATE - NOTEBOOK (A7) 80 PGS - 1 NO,39,STATIONERY,LITHO MARKETING,LITHOMATE,,80,A7,1,NO,1.00 NO,202202
53747,LITTLE DINO - (IMPORTED) - COLOUR PENCILS - 6 COLOUR PACK - 1 NO CDBOX,39,STATIONERY,IMPORTED,LITTLE DINO,CDBOX,6,,1,NO,1.00 NO,202202
53748,WEERODARA - NOTEBOOK (A6) 80 PGS - 1 NO,39,STATIONERY,WEERODARA STATIONERY (PVT) LTD,WEERODARA,,80,A6,1,NO,1.00 NO,202202
53749,JOHNSON'S BABY SOAP(J&J) BLOSS. WITH DELICATE FLORAL FRAG. BUY 2 GET 1 FREE (75*3) 225 GM CDBOX,13,TOILET SOAP,JOHNSON & JOHNSON,JOHNSON'S BABY,CDBOX,UNSPECIFIED,,225,GM,225.00 GM,202202
53750,PEARS BABY 100% NATURAL EXTRACTS ALOE VERA & NEEM BABY SOAP CDBOX (70*5) 350 GM + SAVE RS 45,13,TOILET SOAP,UNILEVER SRI LANKA LTD,PEARS BABY,CDBOX,ALOEVERA & NEEM,,350,GM,350.00 GM,202202
53751,VASELINE INTENSIVE CARE (USL) REVITALIZING GREEN TEA NON - GREASY 400 ML PLBOT,19,CREAMS & LOTIONS,UNILEVER SRI LANKA LTD,VASELINE INTENSIVE CARE,PLBOT,GREEN TEA,,400,ML,400.00 ML,202202
53752,MISUMI BRIGHTENING FACE CREAM NORMAL TO DRY SKIN 50 ML CDBOX,19,CREAMS & LOTIONS,NATURE'S BEAUTY CREATIONS LTD,MISUMI,CDBOX,UNSPECIFIED,,50,ML,50.00 ML,202202
53753,AMMI CHILLI PIECES 100 GM PLPCH,28,COOKING AIDS,AYNGARAN HOLDING PVT LTD,AMMI,PLPCH,CHILLI FLAKES,,100,GM,100.00 GM,202202
53754,M.D.L CURRY POWDER 100 GM PLPCH,28,COOKING AIDS,MITHUDANA LANKA PRODUCTS,M.D.L,PLPCH,CURRY,,100,GM,100.00 GM,202202
53755,RAMANI CHILLI POWDER 50 GM PLPCH (RAMANI PRODUCTS),28,COOKING AIDS,RAMANI PRODUCTS,RAMANI,PLPCH,CHILLI POWDER,,50,GM,50.00 GM,202202
53756,RAMANI CHILLI POWDER 250 GM PLPCH (RAMANI PRODUCTS),28,COOKING AIDS,RAMANI PRODUCTS,RAMANI,PLPCH,CHILLI POWDER,,250,GM,250.00 GM,202202
53757,RICH COOMFORT ROSE 500 ML PLBOT,29,FABRIC CONDITIONER,RICH INDUSTRIES & MARKETING (PVT) LTD,RICH,PLBOT,ROSE,,500,ML,500.00 ML,202202
53759,SRI DEVI - EXERCISE BOOK (A5) 80 PGS - 1 NO,39,STATIONERY,SRI DEVI PRODUCT,SRI DEVI,,80,A5,1,NO,1.00 NO,202202
53760,BABY CHERAMY POKURU WADA AND SANDUN HERBAL BABY SOAP (75*5) 375 GM CDBOX,13,TOILET SOAP,HEMAS MARKETING,BABY CHERAMY,CDBOX,POKURU WADA & SANDUN,,375,GM,375.00 GM,202202
53761,ACNES PURE WHITE CREAM 50 GM CDBOX (BAURS LIFE SCIENCE),19,CREAMS & LOTIONS,BAURS LIFE SCIENCE,ACNES,CDBOX,UNSPECIFIED,,50,GM,50.00 GM,202202
53762,BRITOL BLISS -REAL LIME ANTI BACTERIAL DISH WASH BAR PLPCH (100*3) 300 GM + SAVE RS 5,21,HOUSEHOLD CLEANERS,ANTLER INDUSTRIES (PVT) LTD,BRITOL,PLPCH,,BAR,300,GM,300.00 GM,202202
53763,HORLICKS MALTED FOOD DRINK 400 GM (CDBOX),23,MILK FOOD DRINKS,UNILEVER LIPTON CEYLON LTD,HORLICKS,CDBOX,MALT,REGULAR,400,GM,400.00 GM,202202
53764,GLO CHILLI PIECES 50 GM PLPCH,28,COOKING AIDS,D P GLOBAL VENTURES (PVT) LTD,GLO,PLPCH,CHILLI FLAKES,,50,GM,50.00 GM,202202
53765,GLO CHILLI POWDER 50 GM PLPCH,28,COOKING AIDS,D P GLOBAL VENTURES (PVT) LTD,GLO,PLPCH,CHILLI POWDER,,50,GM,50.00 GM,202202
53766,KONARA ROASTED CURRY POWDER 50 GM PLPCH,28,COOKING AIDS,KONARA PRODUCTS,KONARA,PLPCH,ROASTED CURRY,,50,GM,50.00 GM,202202
53767,NESTLE CERELAC INFANT CEREALS-MIXED FRUITS WITH MILK FROM 8 MONTHS 225 GM CDBOX,18,INFANT/KIDS CEREALS,NESTLE LANKA,NESTLE CERELAC,CDBOX,,,225,GM,225.00 GM,202202
53768,"BABY CHERAMY MILD & SAFE FOMULA ALMOND EXTRACT, VITAMIN E & MILK BABY CREAM 100 ML PLBOT",19,CREAMS & LOTIONS,HEMAS MARKETING,BABY CHERAMY,PLBOT,ALMOND,,100,ML,100.00 ML,202202
53769,4 EVER KOHOMBA KAHA MOISTURISING BODY LOTION ULTRA SOFTENING MOISTURISING 40 ML PLBOT,19,CREAMS & LOTIONS,4 EVER SKIN NATURALS (PVT) LTD,4 EVER,PLBOT,KOHOMBA & TURMERIC,,40,ML,40.00 ML,202202
53770,CLOREX ORIGINAL 1000 ML PLBOT (DESHANI ENTER.),21,HOUSEHOLD CLEANERS,DESHANI ENTERPRISES,CLOREX,,,,1000,ML,1000.00 ML,202202
53771,NEW FEMS DRYTEX WINGS FIT TO BODY 1 NO,25,SANITARY NAPKINS,HEMAS MARKETING,FEMS,SACHET,,,1,NO,1.00 NO,202202
53772,4 EVER LUNUWILA ANTI-DANDRUFF & SCALP CARE LUNUWILA SHAMPOO WITH CONDITIONER 40 ML PLBOT,26,SHAMPOOS/CONDITIONERS,4 EVER SKIN NATURALS (PVT) LTD,4 EVER,PLBOT,,,40,ML,40.00 ML,202202
53773,CATCH GORAKA CREAM 100 GM PLCUP,28,COOKING AIDS,GNANAM FOODS (PVT) LTD,CATCH,PLCUP,OTHER,,100,GM,100.00 GM,202202
53774,SAMUEL'S CHILLI PIECES 500 GM PLPCH,28,COOKING AIDS,SAMUEL'S FOOD PRODUCTS,SAMUEL'S,PLPCH,CHILLI FLAKES,,500,GM,500.00 GM,202202
53775,AMILA ROASTED CURRY POWDER 250 GM PLPCH,28,COOKING AIDS,AMILA PRODUCTS,AMILA,PLPCH,ROASTED CURRY,,250,GM,250.00 GM,202202
53776,KITCHEN DAIYA TURMERIC POWDER 50 GM PLPCH,28,COOKING AIDS,KITCHEN DAIYA PRODUCT,KITCHEN DAIYA,PLPCH,TURMERIC,,50,GM,50.00 GM,202202
53777,RANASH BARBECUE SEASONING POWDER 60 GM CDBOX,28,COOKING AIDS,RANASH COMPANY PVT LTD,RANASH,CDBOX,OTHER,,60,GM,60.00 GM,202202
53778,JANET AURVEDA SKIN CLEAR MEDICATED TREATMENT BAR 95 GM CDBOX,13,TOILET SOAP,JANET AYURUVEDICS (PVT) LTD,JANET,CDBOX,AYURVEDIC,,95,GM,95.00 GM,202202
53779,NESTLE CERELAC INFANT CEREALS-MIXED CEREALS & VEGETABLES FROM 10 MONTHS 225 GM CDBOX,18,INFANT/KIDS CEREALS,NESTLE LANKA,NESTLE CERELAC,CDBOX,,,225,GM,225.00 GM,202202
53780,GLUTA PINK SUPER WHITENING GLUTATHIONE SPF 15 BODY LOTION 300 ML PLBOT,19,CREAMS & LOTIONS,IMPORTED,GLUTA PINK,PLBOT,UNSPECIFIED,,300,GM,300.00 ML,202202
53781,KRIS (IMPORTED) I MISS YOU FEMININE PERFUMED BODY LOTION 200 ML PLBOT,19,CREAMS & LOTIONS,IMPORTED,KRIS,PLBOT,UNSPECIFIED,,200,ML,200.00 ML,202202
53782,VASELINE HEALTHY BRIGHT (USL) VASELINE JELLY VITAMIN B3 TRIPLE SUNSCREENS PLBOT 100 ML + SAVE RS 32,19,CREAMS & LOTIONS,UNILEVER SRI LANKA LTD,VASELINE,PLBOT,UNSPECIFIED,,100,ML,100.00 ML,202202
53783,FAIRWAY DR.SKIN CARE CREAM 25 GM CDBOX,19,CREAMS & LOTIONS,CARE DISTRIBUTION,FAIRWAY,CDBOX,UNSPECIFIED,,25,GM,25.00 GM,202202
53784,FAIRWAY GLUTA FAIRNESS CREAM 25 GM CDBOX,19,CREAMS & LOTIONS,CARE DISTRIBUTION,FAIRWAY,CDBOX,UNSPECIFIED,,25,GM,25.00 GM,202202
53785,FAIRWAY GOLDEN SKIN CREAM 25 GM CDBOX,19,CREAMS & LOTIONS,CARE DISTRIBUTION,FAIRWAY,CDBOX,UNSPECIFIED,,25,GM,25.00 GM,202202
53786,LEVER AYUSH ANTI DADNDRUFF NEEM SHAMPOO PLBOT 175 ML + FREE COMB,26,SHAMPOOS/CONDITIONERS,UNILEVER SRI LANKA LTD,LEVER AYUSH,PLBOT,,,175,ML,175.00 ML,202202
53787,LIRA COMEFORT BUDDY FABRIC CONDITIONER FRESH FRAGRANCE 110 ML PLBOT,29,FABRIC CONDITIONER,LIRA HEALTH CARE,LIRA,PLBOT,FLORAL,,110,ML,110.00 ML,202202
53788,REVON SUNFORT FABRIC CONDITIONER 250 ML PLBOT,29,FABRIC CONDITIONER,REVON LANKA (PVT) LTD,REVON,PLBOT,UNSPECIFIED,,250,ML,250.00 ML,202202
53789,DIAMOND WHITE OATS 400 GM PLPCH,34,BREAKFAST CEREALS,DIAMOND BEST FOODS (PVT) LTD,DIAMOND,PLPCH,,,400,GM,400.00 GM,202202
53790,FOREST YELLOW - (IMPORTED) - PENCIL - 1 NO,39,STATIONERY,IMPORTED,FOREST YELLOW,,,,1,NO,1.00 NO,202202
53791,TEN - (PACKSCO CEYLON PVT LTD) - PRACTICAL BOOK 1 INCH SQUARE RULE (A5) 80 PGS - 1 NO,39,STATIONERY,PACKSCO CEYLON PVT LTD,TEN,,80,A5,1,NO,1.00 NO,202202
53792,ATASO - CR BOOK (A4) 160 PGS - 1 NO,39,STATIONERY,ATASO BOOKS MANUFACTURING COMPANY,ATASO,,160,A4,1,NO,1.00 NO,202202
53793,"BABY CHERAMY ALMOND OIL,VITAMIN E,MILK BABY SOAP CDBOX (75*5) 375 GM + SAVE RS 44",13,TOILET SOAP,HEMAS MARKETING,BABY CHERAMY,CDBOX,"ALMOND.VIT E,MILK",,375,GM,375.00 GM,202202
53794,PEARS ACTIVE FLORAL BABY SOAP WITH MOISTURE CREAM CDBOX (70*5) 350 GM + SAVE RS 45,13,TOILET SOAP,UNILEVER SRI LANKA LTD,PEARS BABY,CDBOX,FLORAL,,350,GM,350.00 GM,202202
53795,4 EVER HIBISCUS MOISTURE SOFT CONDITIONING SHAMPOO 3 IN 1 200 ML PLBOT,26,SHAMPOOS/CONDITIONERS,4 EVER SKIN NATURALS (PVT) LTD,4 EVER,PLBOT,,,200,ML,200.00 ML,202202
53796,GOOD LOOK 1 ADVANCED FORMULA KERATIN NAURISHING 3 IN 1 SHAMPOO 100 ML PLBOT,26,SHAMPOOS/CONDITIONERS,HESPERUS NATUREHLA (PVT)LTD,GOOD LOOK 1,PLBOT,,,100,ML,100.00 ML,202202
53797,NATURES SECRETS PERFUME SHAMPOO-ENRICHED WITH JOJOBA OIL 100 ML TUBE,26,SHAMPOOS/CONDITIONERS,NATURE'S BEAUTY CREATIONS LTD,NATURES SECRETS,TUBE,,,100,ML,100.00 ML,202202
53798,SUNSILK NOURISHING SOFT & SMOOTH EGG PROTEIN CONDITIONER PLBOT 180 ML + SAVE RS 40,26,SHAMPOOS/CONDITIONERS,UNILEVER SRI LANKA LTD,SUNSILK,PLBOT,,,180,ML,180.00 ML,202202
53799,EVO BEAUTY HYDRO. KERATIN & MILK PROT. FOR TREATED AND DAMAGED HAIR SHAMPOO 200 ML PLBOT,26,SHAMPOOS/CONDITIONERS,GRACE COSMETICS,EVO BEAUTY,PLBOT,,,200,ML,200.00 ML,202202
53800,EVO BEAUTY HYDRO. KERATIN & MILK PROT. FOR TREATED AND DAMAGED HAIR CONDITIONER 200 ML PLBOT,26,SHAMPOOS/CONDITIONERS,GRACE COSMETICS,EVO BEAUTY,PLBOT,,,200,ML,200.00 ML,202202
53801,EVO BEAUTY ULTRA HYDRA. JOJOBA & VITA. B FOR DRY & DAMAGED HAIR SHAMPOO 200 ML PLBOT,26,SHAMPOOS/CONDITIONERS,GRACE COSMETICS,EVO BEAUTY,PLBOT,,,200,ML,200.00 ML,202202
53802,EVO BEAUTY ULTRA HYDRA. JOJOBA & VITA. B FOR DRY & DAMAGED HAIR CONDITIONER 200 ML PLBOT,26,SHAMPOOS/CONDITIONERS,GRACE COSMETICS,EVO BEAUTY,PLBOT,,,200,ML,200.00 ML,202202
53803,EVO BEAUTY MILK PROTEIN & OLIVE OIL SHAMPOO FOR ALL TYPES OF HAIR 200 ML PLBOT,26,SHAMPOOS/CONDITIONERS,GRACE COSMETICS,EVO BEAUTY,PLBOT,,,200,ML,200.00 ML,202202
53804,EVO BEAUTY MILK PROTEIN & OLIVE OIL CONDITIONER FOR ALL TYPES OF HAIR 200 ML PLBOT,26,SHAMPOOS/CONDITIONERS,GRACE COSMETICS,EVO BEAUTY,PLBOT,,,200,ML,200.00 ML,202202
53805,EVO BEAUTY LEAVE ON CONDITIONER ARGON OIL FOR ALL TYPES OF HAIR 200 ML PLB0T,26,SHAMPOOS/CONDITIONERS,GRACE COSMETICS,EVO BEAUTY,PLBOT,,,200,ML,200.00 ML,202202
53806,EVO BEAUTY NEEM & HENNA ANTI DANDRUFF SHAMPOO 200 ML PLBOT,26,SHAMPOOS/CONDITIONERS,GRACE COSMETICS,EVO BEAUTY,PLBOT,,,200,ML,200.00 ML,202202
53807,L'OREAL (IMPORTED) PARIS ELSEVE KERATIN SMOOTH 72H SMOOTH SHAMPOO 330 ML PLBOT,26,SHAMPOOS/CONDITIONERS,IMPORTED,L'OREAL ELVIVE,PLBOT,,,330,ML,330.00 ML,202202
53808,4 EVER GOLD MOISTURISING BODY MILK NOURISHING & GLOWING 40 ML PL BOT,19,CREAMS & LOTIONS,4 EVER SKIN NATURALS (PVT) LTD,4 EVER,PLBOT,MILK,,40,ML,40.00 ML,202202
53809,GOLDEN TOUCH BLACK OUT FAIRNESS CREAM 50 GM CDBOX (BEAUTY CARE),19,CREAMS & LOTIONS,BEAUTY CARE,GOLDEN TOUCH,CDBOX,UNSPECIFIED,,50,GM,50.00 GM,202202
53810,GOLDEN TOUCH MENS FAIRNESS HAND & BODY CREAM ROSEMARY OIL 250 GM PLTUB,19,CREAMS & LOTIONS,BEAUTY CARE,GOLDEN TOUCH,PLTUB,ROSEMARY OIL,,250,GM,250.00 GM,202202
53811,BORO PLUS ALMOND BODY LOTION MOISTURISING FOR ALL SKIN 200 ML PLBOT (MAX MANUFA.),19,CREAMS & LOTIONS,MAX MANUFACTURING LANKA PVT LTD,BORO PLUS,PLBOT,ALMOND,,200,ML,200.00 ML,202202
53812,BORO PLUS ALOE VERA MILK CREAM BODY LOTION MOISTURISING FOR ALL SKIN TYPES 200 ML PLBOT (MAX MANUFA.),19,CREAMS & LOTIONS,MAX MANUFACTURING LANKA PVT LTD,BORO PLUS,PLBOT,ALOEVERA & MILK,,200,ML,200.00 ML,202202
53813,EVO BRIGHT UV PROTECTION GOLD BODY LOTION 300 ML PLBOT,19,CREAMS & LOTIONS,EVALUTION INTERNATIONAL (PVT) LTD,EVO BRIGHT,PLBOT,UNSPECIFIED,,300,ML,300.00 ML,202202
53814,EVO BRIGHT UV PROTECTION GOLD BODY LOTION 150 ML PLBOT,19,CREAMS & LOTIONS,EVALUTION INTERNATIONAL (PVT) LTD,EVO BRIGHT,PLBOT,UNSPECIFIED,,150,ML,150.00 ML,202202
53815,REEBONN CUCUMBER BODY LOTION 200 ML PLBOT,19,CREAMS & LOTIONS,REEBONN COSMETIC (PVT) LTD,REEBONN,PLBOT,CUCUMBER,,200,ML,200.00 ML,202202
53816,BIO GLOW CUCUMBER MOISTURISING CREAM COOL REJUVENATING WITH ADVANCED FORMULA 500 ML PLBOT,19,CREAMS & LOTIONS,IMPORTED,BIO GLOW,PLBOT,CUCUMBER,,500,ML,500.00 ML,202202
53817,BIO GLOW ROYAL JELLY MOISTURISING CREAM DEEP NOURISHING WITH ADVANCED FORMULA 500 ML PLBOT,19,CREAMS & LOTIONS,IMPORTED,BIO GLOW,PLBOT,JELLY,,500,ML,500.00 ML,202202
53818,CREAM 21 INTENSIVE CARE & PROTECTION DAY CREAM WITH PRO-V B5 150 ML PLTUB,19,CREAMS & LOTIONS,IMPORTED,CREAM 21,PLTUB,VITAMINE B5,,150,ML,150.00 ML,202202
53819,CREAM 21 SOFT & HYDRO FRESH PRO-V B5 BODY LOTION FOR NORMAL SKIN 250 ML PLBOT,19,CREAMS & LOTIONS,IMPORTED,CREAM 21,PLBOT,VITAMINE B5,,250,ML,250.00 ML,202202
53820,CREAM 21 RICH & INTENSIVE VIT.E ALMOND. MANDELOL BODY MILK FOR DRY SKIN 250 ML PLBOT,19,CREAMS & LOTIONS,IMPORTED,CREAM 21,PLBOT,"ALMOND.VIT E,MANDELOL",,250,ML,250.00 ML,202202
53821,ROUSHUN SKIN CARE CARROT EXTRACT HAND & BODY LOTION 500 ML PLBOT,19,CREAMS & LOTIONS,IMPORTED,ROUSHUN,PLBOT,CARROT,,500,ML,500.00 ML,202202
53822,ROUSHUN PURE HONEY WHITENING LOTION WITH NATURAL EXT. + VITA. E COLLAGEN 400 ML PLBOT,19,CREAMS & LOTIONS,IMPORTED,ROUSHUN,PLBOT,"HONEY,VIT.E",,400,ML,400.00 ML,202202
53823,ROUSHUN PURE CARROT EXTRACT WHITENING LOTION WITH NATURAL EXT. + VITA. E COLLAGEN 400 ML PLBOT,19,CREAMS & LOTIONS,IMPORTED,ROUSHUN,PLBOT,CARROT,,400,ML,400.00 ML,202202
53824,KHOMBA ORIGINAL HERBAL CARE EWRPK (90*2) 180 GM + SAVE RS 20,13,TOILET SOAP,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,EWRPK,HERBAL,,180,GM,180.00 GM,202202
53825,NESTLE CEREGROW WHEAT HONEY & DATES WITH MILK JUNIOR CEREAL FROM 1-3 YEARS 225 GM CDBOX,18,INFANT/KIDS CEREALS,NESTLE LANKA,CEREGROW,CDBOX,,,225,GM,225.00 GM,202202
53826,RATHNA - PRACTICAL BOOK 1/2 INCH SQUARE RULE (A5) 80 PGS - 1 NO,39,STATIONERY,PRINT EXCEL PVT LTD,RATHNA,,80,A5,1,NO,1.00 NO,202202
53827,NALAKA - CR BOOK (A4) 160 PGS - 1 NO,39,STATIONERY,NALAKA EXERCISE BOOK INDUSTRIES (PVT) LTD,NALAKA,,160,A4,1,NO,1.00 NO,202202
53828,IMATE - PRACTICAL BOTANY BOOK (A4) 80 PGS - 1 NO,39,STATIONERY,DUMINDU INDUSTRIES AND PRINTERS PVT LTD,IMATE,,80,A4,1,NO,1.00 NO,202202
53829,CHEMIFIX - KIDS BINDER GLUE 500 GM PLBOT,39,STATIONERY,PIDILITE LANKA PRIVATE LIMITED,CHEMIFIX,PLBOT,,,500,GM,500.00 GM,202202
53830,COLOURAY - CR BOOK (A4) 120 PGS - 1 NO,39,STATIONERY,COLOURAY STATIONERY ESSENTIALS,COLOURAY,,120,A4,1,NO,1.00 NO,202202
53832,OPLEE ANTI ACNE BAR SOAP FOR ACNE & OILY SKIN 100 GM CDBOX,13,TOILET SOAP,PEARL LIFESCIENCES (PVT) LTD,OPLEE,CDBOX,UNSPECIFIED,,100,GM,100.00 GM,202202
53833,MIRACLE EXTREME REPAIR CONDITIONER 200 ML PLBOT,26,SHAMPOOS/CONDITIONERS,BRITISH COSMETICS,MIRACLE,PLBOT,,,200,ML,200.00 ML,202202
53834,MIRACLE ANTI DANDRUFF SCALP CLEANSING SHAMPOO 200 ML PLBOT,26,SHAMPOOS/CONDITIONERS,BRITISH COSMETICS,MIRACLE,PLBOT,,,200,ML,200.00 ML,202202
53835,RUHUNU - EXERCISE BOOK (A5) 200 PGS - 1 NO,39,STATIONERY,RUHUNU STATIONERY,RUHUNU,,200,A5,1,NO,1.00 NO,202202
53838,RUHUNU - CR BOOK (A4) 120 PGS - 1 NO,39,STATIONERY,RUHUNU STATIONERY,RUHUNU,,120,A4,1,NO,1.00 NO,202202
53839,RUHUNU - EXERCISE BOOK (A5) 160 PGS - 1 NO,39,STATIONERY,RUHUNU STATIONERY,RUHUNU,,160,A5,1,NO,1.00 NO,202202
53840,SCHOOLMATE - CR BOOK (A4) 40 PGS - 1 NO,39,STATIONERY,SCHOOLMATE INDUSTRIES PVT LTD (SUSARA PUBLICATIONS),SCHOOLMATE,,40,A4,1,NO,1.00 NO,202202
53843,VIRU - (PACK LEAF PVT LTD) - EXERCISE BOOK (A5) 120 PGS - 1 NO,39,STATIONERY,PACK LEAF (PVT) LTD,VIRU,,120,A5,1,NO,1.00 NO,202202
53845,SAKURA - 8 COLOUR PENCILS PACK - 1 NO CDBOX,39,STATIONERY,SAKURA COLOUR PRODUCTION,SAKURA,CDBOX,8,,1,NO,1.00 NO,202202
