PERIOD,AUDITTYPE,STORECODE,DLRCODE,ITEMCODE,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE
202402,2,40367118,12103020002,1708504856651,5,MIRAGE FOOD PRODUCT (PVT) LTD,MIRAGE,MIRAGE/500/ML/PBT/BOTTED DRINKING WATER,90,500 ML,PBT,,1708504856651-mirage food product -pvt- ltd-mirage#3.png
202402,2,42346370,11101020011,1708488589980,2,GAJANAYAKA FRUIT,SOURSOP NECTA,GAJANAYAKA FRUIT/SOURSOP NECTA/PET/500/ML,300,500ML,PET,,1708488589980-gajanayaka fruit-soursop necta#3.png
202402,2,42346370,11101020011,1708488748772,2,GAJANAYAKA FRUIT,SOURSOP NECTA,GAJANAYAKA FRUIT/ALOE VERA NECTA/PET/500/ML,280,500ML,PET,,1708488748772-gajanayaka fruit-soursop necta#3.png
202402,2,42346370,11101020011,1708489756874,2,GAJANAYAKA FRUIT,"MIX FRUITS NECTA ",GAJANAYAKA FRUIT/MIX FRUITS NECTA/PET/500/ML,280,500ML,PET,,1708489756874-gajanayaka fruit-mix fruits necta #3.png
202402,2,42346370,11101020011,1708488894003,2,GAJANAYAKA FRUIT,SOURSOP NECTA,GAJANAYAKA FRUIT/WOOD APPLE NECTA/PLBOT/500/ML,280,500ML,"PLBOT ",,1708488894003-gajanayaka fruit-soursop necta#3.png
202402,2,42346370,11101020011,1708489198320,2,GAJANAYAKA FRUIT,"WOOD APPLE NECTA ",GAJANAYAKA FRUIT/WOOD APPLE NECTA/PET/200/ML,140,200ML,"PLBOT ",,1708489198320-gajanayaka fruit-wood apple necta #3.png
202402,2,117663690,20616020004,1708500395371,2,SISILRO BEVERAGES (PVT) LTD,RISTA CREAM SODA,RISTA /1500ML/PET/RISTO/,300,1500ML,PET,,1708500395371-sisilro beverages -pvt- ltd-rista cream soda#3.png
202402,2,117663690,20616020004,1708500169601,2,SISILRO BEVERAGES (PVT) LTD,RISTA CREAM SODA,RISTA /1500ML/PET/ CREAM SODA/,300,1500ML,PET,,1708500169601-sisilro beverages -pvt- ltd-rista cream soda#3.png
202402,2,117663690,20616020004,1708153138823,2,SISILRO BEVERAGES (PVT) LTD,RISTA ORANGE,"RISTA /1500ML/PET/ORANGE ",300,1500ML,PET,,1708500169601-sisilro beverages -pvt- ltd-rista cream soda#3.png
202402,2,39544222,12103020014,1707215797408,2,CEYLON BEVRAGE INTERNATIONAL PVT LTD,"SUN CRUSH ","SUN CRUSH/250/ML/CAN/CARBONATED GREEN APPLE FLAVOURED ",150,250 ML,CAN,,1708500169601-sisilro beverages -pvt- ltd-rista cream soda#3.png
202402,1,8155613,14680010001,1708316708620,25,DREAM LIFE SCIENCE (PVT)LTD,AARYA,"AARYA / EASY /8NO / SANITARY NAPKINS ",150,8NO,"PLPCH ",,1708500169601-sisilro beverages -pvt- ltd-rista cream soda#3.png
202402,1,8155613,14680010001,1708401857896,9,FONTERRA BRANDS LANKA (PVT)LTD,RED COW,"RED COW / 400GM / SUGAR ADDED MILK MIX / CDBOX ",750,400GM,"CDBOX ",,1708401857896-fonterra brands lanka -pvt-ltd-red cow#3.png
