itemdesc,company,brand,packaging,qty,uomdesc,pack_size
WRITE - CR BOOK (A4) 80 PGS - 1 NO,DUMINDU INDUSTRIES AND PRINTERS PVT LTD,WRITE,,1,NO,1.00 NO
WRITE - CR BOOK (A4) 160 PGS - 1 NO,DUMINDU INDUSTRIES AND PRINTERS PVT LTD,WRITE,,1,NO,1.00 NO
WRITE - EXERCISE BOOK (A5)40 PGS - 1 NO,DUMINDU INDUSTRIES AND PRINTERS PVT LTD,WRITE,,1,NO,1.00 NO
WRITE - EXERCISE BOOK (A5) 80 PGS - 1 NO,DUMINDU INDUSTRIES AND PRINTERS PVT LTD,WRITE,,1,NO,1.00 NO
WRITE - CR BOOK (A4) 120 PGS - 1 NO,DUMINDU INDUSTRIES AND PRINTERS PVT LTD,WRITE,,1,NO,1.00 NO
WRITE - EXERCISE BOOK (A5) 160 PGS - 1 NO,DUMINDU INDUSTRIES AND PRINTERS PVT LTD,WRITE,,1,NO,1.00 NO
WRITE - EXERCISE BOOK (A5) 120 PGS - 1 NO,DUMINDU INDUSTRIES AND PRINTERS PVT LTD,WRITE,,1,NO,1.00 NO
SUPERLUX INTERIOR EMULSION - BRILLIANT WHITE 1 L - INTERIOR,UNIVERSAL PAINT,SUPERLUX,PL-CANISTER,1000,ML,1000.00 ML
SUNLAK EMULSION PAINT -BRILLIANT WHITE 1 L - INTERIOR,SUNLAK CHEMICALS,SUNLAK,PL-CANISTER,1000,ML,1000.00 ML
SF-WHITE EMULSION PAINT FOR INTERIOR USE - BRILLIANT WHITE - 4 L - INTERIOR,ST.ANTHONY'S MINERALS & COATINGS (PVT)LTD,SF-WHITE,PL-CANISTER,4000,ML,4000.00 ML
ROBBIALAC WALL MASTER EXTERIOR EMULSION - BRILLIANT WHITE 10 L - EXTERIOR,LANKEM CEYLON PLC,ROBBIALAC WALL MASTER,PL-CANISTER,10000,ML,10000.00 ML
KANSAI SITHTHARU PREMIUM INTERIOR EMULSION PAINT-BRILLIANT WHITE 1 L - INTERIOR,KANSAI PAINT LANKA PVT LTD,KANSAI SITHTHARU,PL-CANISTER,1000,ML,1000.00 ML
KANSAI SITHTHARU PREMIUM INTERIOR EMULSION PAINT-BRILLIANT WHITE 10 L - INTERIOR,KANSAI PAINT LANKA PVT LTD,KANSAI SITHTHARU,PL-CANISTER,10000,ML,10000.00 ML
MINKO ACRYLIC WALL FILLER 20 L - INTERIOR,WAYAMBA HOLDINGS PVT LTD,MINKO,PL-CANISTER,20000,ML,20000.00 ML
CHANCE LANKA POLOS FLAVOUR SOYA MEAT 50 GM PLPCH,CHANCE LANKA PRODUCTS,CHANCE LANKA,PLPCH,50,GM,50.00 GM
CHANCE LANKA CHICKEN FLAVOUR SOYA MEAT 50 GM PLPCH,CHANCE LANKA PRODUCTS,CHANCE LANKA,PLPCH,50,GM,50.00 GM
DIAMOND CHICKEN FLAVOUR SOYA MEAT 90 GM + D. CURRY FLAVOUR 90 GM (180 GM) PLPCH + BUY 1 GET 1 FREE,NEW DIAMOND LANKA (PVT)LTD,DIAMOND,PLPCH,180,GM,180.00 GM
LAKMIHIRI CURRY FLAVOUR SOYA MEAT 40 GM PLPCH,LAKMIHIRI FOOD PRODUCTS,LAKMIHIRI,PLPCH,40,GM,40.00 GM
RUCHI CUTTLE FISH CURRY SOYA MEAT 60 GM PLPCH,RAIGAM MARKETING SERVICE,RUCHI,PLPCH,60,GM,60.00 GM
RUCHI PRAWN CURRY SOYA MEAT 60 GM PLPCH,RAIGAM MARKETING SERVICE,RUCHI,PLPCH,60,GM,60.00 GM
LAOJEE BROOKE BOND TEA 400 GM PLPCH + FREE SUGAR 250 GM,UNILEVER LIPTON CEYLON LTD,LIPTON LAOJEE,PLPCH,400,GM,400.00 GM
CHAMARA TEA 1000 GM PLPCH,CHAMARA GRINDING MILLS,CHAMARA,PLPCH,1000,GM,1000.00 GM
KAHAWATTE GREEN TEA 50 GM CDBOX,UPCOUNTRY TEA STORES,KAHAWATTE TEA,CDBOX,50,GM,50.00 GM
RUVIDU TEA 100 GM PLPCH,RUVIDU PRODUCTS,RUVIDU,PLPCH,100,GM,100.00 GM
RUVIDU TEA 50 GM PLPCH,RUVIDU PRODUCTS,RUVIDU,PLPCH,50,GM,50.00 GM
RIN REFRESH LEMON & ROSE DETERGENT POWER 40 GM PLPCH,UNILEVER SRI LANKA LTD,RIN,PLPCH,40,GM,40.00 GM
SUNLIGHT CLEAN & ROSE FRESH DOUBLE PERFUME LOCK 2 IN 1 DETERGENT POWDER 650 GM PLPCH + FREE SUNLIGHT WITH REAL LEMON 65 GM EWRPK (BUDGET KATE),UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,PLPCH,650,GM,650.00 GM
SUNNY 2 IN 1 DUAL ACTIVE ORANGE & ROSE FRESH DETERGENT POWDER 500 GM PLPCH,DARLEY BUTLER,SUNNY,PLPCH,500,GM,500.00 GM
SURF EXCEL WITH PREMIUM FRAGRANCE OF COMFORT 500 GM PLPCH + SAVE RS 75,UNILEVER SRI LANKA LTD,SURF EXCEL,PLPCH,500,GM,500.00 GM
LIDO FRESH LAUNDRY SOAP WITH JASMINE & LIME FRAGRANCE 110 GM EWRPK,LAK JAYA INDUSTRIES (PVT) LTD,LIDO FRESH,EWRPK,110,GM,110.00 GM
SAMANALA DETERGENT SOAP WITH LIME FRESH 80 GM EWRPK,DASUN CONSUMER PRODUCT(PVT),SAMANALA,EWRPK,80,GM,80.00 GM
VENDOL QUICKLIGHT SOAP WITH LIME & FRAGRANCE 125 GM EWRPK + SAVE RS 40,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL QUICKLIGHT,EWRPK,125,GM,125.00 GM
STANDARD PAINTS - JEMAX WOODCARE NC THINNER - 2 L PLCAN,STANDARD INDUSTRIES (PVT) LTD - (STANDARD CONSTRUCTION),JEMAX NC THINNERS,PLCAN,2000,ML,2000.00 ML
SUNLAK N-C PAINT THINNER - 2 L PLCAN,SUNLAK CHEMICALS,SUNLAK N-C THINNER,PLCAN,2000,ML,2000.00 ML
STARLAC N-C THINNER - 750 ML GLBOT,STAR PAINT INDUSTRIES,STARLAC N-C THINNER,GLBOT,750,ML,750.00 ML
STARLAC N-C THINNER - 375 ML GLBOT,STAR PAINT INDUSTRIES,STARLAC N-C THINNER,GLBOT,375,ML,375.00 ML
NEPTUNE WOOD PRESERVATIVE WB - CLEAR - 1 L PLCAN,MACBERTAN PRIVATE LIMITED,NEPTUNE,PLCAN,1000,ML,1000.00 ML
BMC WOOD PRESERVATIVE - CLEAR 10 L PLCAN,BADDEGAMA MULTI CHEMICAL,BMC,PLCAN,10000,ML,10000.00 ML
SPARROW WOOD PRESERVATIVE - CLEAR - 4 L PLCAN,SANJU COLOUR PIGMENTS (PVT) LTD,SPARROW,PLCAN,4000,ML,4000.00 ML
BIO CLEAN FLORAL TILE & SURFACE CLEANER 200 ML PLBOT,DARLEY BUTLER,BIO CLEAN,PLBOT,200,ML,200.00 ML
BIO CLEAN KOHOMBA TILE & SURFACE CLEANER 200 ML PLBOT,DARLEY BUTLER,BIO CLEAN,PLBOT,200,ML,200.00 ML
BIO CLEAN TOILET BOWL CLEANER AQUA 500 ML PLBOT + FREE BUBBLE COMPACT ALOEVERA TRIPLE ENZYME ACTION 120 GM PLPCH,DARLEY BUTLER,BIO CLEAN,PLBOT,500,ML,500.00 ML
BIO CLEAN TOILET BOWL CLEANER FLORAL 500 ML PLBOT + FREE BUBBLE COMPACT ALOEVERA TRIPLE ENZYME ACTION 120 GM PLPCH,DARLEY BUTLER,BIO CLEAN,PLBOT,500,ML,500.00 ML
FLASH TILE CLEANER 1000 ML PLBOT,FLASH DETERGENT (PVT) LTD,FLASH,PLBOT,1000,ML,1000.00 ML
DASH (MULTI CHEMI INT.) GLIZ LIME FRESH DISH WASH BAR (BUDGET KATE) 50 GM PLPCH,MULTI CHEMI INTERNATIONAL LTD,DASH,PLPCH,50,GM,50.00 GM
PERLWITE LIQUID DISHWASH LIME WITH ALOVERA 475 ML PLBOT + SAVE RS 50,SWADESHI INDUSTRIAL WORKS LTD,PERLWITE,PLBOT,475,ML,475.00 ML
TEEPOL ORANGE WITH ALOE VERA SOFT ON HANDS DISHWASH GEL 500 ML PLBOT + SAVE RS 35,DARLEY BUTLER,TEEPOL,PLBOT,500,ML,500.00 ML
VIM MAX POWER OF 100 LIMES (100*3) 300 GM (SAVE RS 12) + FREE VIM MAX POWER OF 100 LIMES 50 GM (350 GM) PLPCH,UNILEVER SRI LANKA LTD,VIM,PLPCH,350,GM,350.00 GM
EVA STAR REGULAR SANITARY PADS 8 NO,ICL MARKETING,EVA,8NO,8,NO,8.00 NO
FEMS COTTON FEEL WINGS FIT TO BODY 2 NO,HEMAS MARKETING,FEMS,SACHET,2,NO,2.00 NO
ALM SOFT CONCENTRATED PERFUME 6 ML CDBOX,IMPORTED,ALM SOFT,CDBOX,6,ML,6.00 ML
ALM SILVER CONCENTRATED PERFUME 3 ML CDBOX,ABDUL LATHEEF & MARKETING,ALM SILVER,CDBOX,3,ML,3.00 ML
ALM OUDH CONCENTRATED PERFUME 6 ML CDBOX,IMPORTED,ALM OUDH,CDBOX,6,ML,6.00 ML
ALM OPEN BLACK CONCENTRATED PERFUME 3 ML CDBOX,IMPORTED,ALM OPEN BLACK,CDBOX,3,ML,3.00 ML
ALM ADDIDAS ATTAR CONCENTRATED PERFUME 3 ML CDBOX,IMPORTED,ALM ADDIDAS,CDBOX,3,ML,3.00 ML
ALM POLO SPORT CONCENTRATED PERFUME 3 ML CDBOX,ABDUL LATHEEF & MARKETING,ALM POLO SPORT,CDBOX,3,ML,3.00 ML
ALM WHITE LONDON CONCENTRATED PERFUME 6 ML CDBOX,IMPORTED,ALM WHITE LONDON,CDBOX,6,ML,6.00 ML
ALM SHADHA CONCENTRATED PERFUME 3 ML CDBOX,ABDUL LATHEEF & MARKETING,ALM SHADHA,CDBOX,3,ML,3.00 ML
ALM BLACK GALAXY CONCENTRATED PERFUME 3 ML CDBOX,ABDUL LATHEEF & MARKETING,ALM BLACK GALAXY,CDBOX,3,ML,3.00 ML
DUWEL INTERIOR EMULSION - BRILLIANT WHITE 1 L - INTERIOR,AKZO NOBEL,DUWEL,PL-CANISTER,1000,ML,1000.00 ML
JOY-CHEM ACRYLIC WALL FILLER 20 L - INTERIOR,KESELWATTA AGENCIES,JOY-CHEM,PL-CANISTER,20000,ML,20000.00 ML
JOY-CHEM ACRYLIC WALL FILLER 1 L - INTERIOR,KESELWATTA AGENCIES,JOY-CHEM,PL-CANISTER,1000,ML,1000.00 ML
THAMES WEATHER COAT AQUASEALE WATER REPELLENT PAINT- BRILLIANT WHITE 10 L - EXTERIOR,THAMES COATING INTERNATIONAL (PVT) LTD,THAMES,PL-CANISTER,10000,ML,10000.00 ML
TOPLI COUNTRY CHICKEN FLAVOUR SOYA MEAT 60 GM PLPCH,TOPLI FOOD PRODUCTS,TOPLI,PLPCH,60,GM,60.00 GM
VENDOL QUICKLIGHT SOAP WITH LIME & FRAGRANCE 115 GM EWRPK + SAVE RS 40,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL QUICKLIGHT,EWRPK,115,GM,115.00 GM
SSK KAVI LIGHT LAUNDRY SOAP 100 GM EWRPK,SSK PRODUCTS,SSK KAVI LIGHT,EWRPK,100,GM,100.00 GM
FRENCH MEN NATURAL SPRAY 22 ML CDBOX (C.B COSMETICS),C.B COSMETICS,FRENCH MEN,CDBOX,22,ML,22.00 ML
JASMINE FLOWER EAU DE TOILETTE 50 ML CDBOX,C.B COSMETICS,JASMINE FLOWER,CDBOX,50,ML,50.00 ML
SAKURASMELL BISCUIT CONCENTRATED PERFUME 7 ML CDBOX,HIMALY INDUSTRIES,SAKURASMELL BISCUIT,CDBOX,7,ML,7.00 ML
SECRETS JASMINE TIMELESS ELEGANCE COLOGNE SPRAY 30 ML CDBOX,ICL MARKETING,SECRETS,CDBOX,30,ML,30.00 ML
SECRETS ROSE PETALS OF LOVE COLOGNE SPRAY 30 ML CDBOX,ICL MARKETING,SECRETS,CDBOX,30,ML,30.00 ML
YOUR MEN BLACK NATURAL SPRAY 100 ML CDBOX,C.B COSMETICS,YOUR MEN BLACK,CDBOX,100,ML,100.00 ML
THENUWARA KAHATA TEA 100 GM PLPCH,SIGNATURE HOLDINGS (PVT) LTD,THENUWARA KAHATA,PLPCH,100,GM,100.00 GM
DASUNLIGHT WITH LIME FRESH 100 GM EWRPK,DASUN CONSUMER PRODUCT(PVT),DASUNLIGHT,EWRPK,100,GM,100.00 GM
STAR LIGHT 4 IN 1 FRESH GARDEN FLOWERS DETERGENT POWDER 200 GM PLPCH,STAR HOLDINGS INTERNATIONAL,STAR LIGHT,PLPCH,200,GM,200.00 GM
RAINBOW LAUNDRY SOAP 100 GM EWRPK,RAINBOW DETERGENTS COMPANY (PVT) LTD,RAINBOW,EWRPK,100,GM,100.00 GM
SUNLIGHT LAUNDRY SOAP SAKURA FRAGRANCE 110 GM EWRPK + FREE VIM PODDA POWER OF 100 LIMES 50 GM,UNILEVER SRI LANKA LTD,SUNLIGHT,EWRPK,110,GM,110.00 GM
VIM WITH REAL LIME JUICE TURBO DEGREASING DISHWASH LIQUID 750 ML PLBOT,UNILEVER SRI LANKA LTD,VIM,PLBOT,750,ML,750.00 ML
MANGO - THERED NOTEBOOK (A6) 80 PGS - 1 NO,PRINT EXCEL PVT LTD,MANGO,,1,NO,1.00 NO
BABY CHERAMY SPARKLE STAR DUST FLORAL COLONG 50 ML PLBOT,HEMAS MARKETING,BABY CHERAMY,PLBOT,50,ML,50.00 ML
VIP (CB COS) GREEN EAU DE NATURAL SPRAY VAPORISATEUR 22 ML CDBOX,C.B COSMETICS,VIP,CDBOX,22,ML,22.00 ML
BINARA - WHITE (BINDER) GLUE 40 ML PLBOT,BINARA ENTERPRISES,BINARA,PLBOT,40,ML,40.00 ML
BOBBY - GENERAL SUPER BINDER GUM 40 ML PLBOT,TEXARTS DISTRIBUTORS,BOBBY,PLBOT,40,ML,40.00 ML
HONG WEI - (IMPORTED) - HIGH GRADE SENIOR HB PENCILS - 1 NO,IMPORTED,HONG WEI,,1,NO,1.00 NO
PEARLY - (IMPORTED) - SUPER DARK HB RUBBER TIPPED GRAPHITE PENCILS - 1 NO,IMPORTED,PEARLY,,1,NO,1.00 NO
RATHNA - CLEAR GUM PEN 40 ML PLBOT,PRINT EXCEL PVT LTD,RATHNA,PLBOT,40,ML,40.00 ML
XIAOZHUSUN - (IMPORTED) - 2B WRITING PENCILS - 1 NO,IMPORTED,XIAOZHUSUN,,1,NO,1.00 NO
XIAOZHUSUN - (IMPORTED) - HB YELLOW PENCILS - 1 NO,IMPORTED,XIAOZHUSUN,,1,NO,1.00 NO
SUNLIGHT WITH REAL LEMON EWRPK (110*3) 330 GM (SAVE RS 30) + FREE VIM PODDA 50 GM,UNILEVER SRI LANKA LTD,SUNLIGHT,EWRPK,330,GM,330.00 GM
SUNLIGHT WITH REAL LEMON EWRPK (110*2) 220 GM (SAVE RS 15) + FREE VIM PODDA 50 GM,UNILEVER SRI LANKA LTD,SUNLIGHT,EWRPK,220,GM,220.00 GM
SUNBRIGHT LEMON SOAP 100 GM EWRPK (AKILA INDUSTRIES),AKILA INDUSTRIES,SUNBRIGHT,EWRPK,100,GM,100.00 GM
SUN SOAP YELLOW LEMON LAUNDRY BAR 100 GM PLPCH,SUN PRODUCTS,SUN SOAP,PLPCH,100,GM,100.00 GM
AVORA MULTI CARE CREAM 325 ML PLBOT,IMAKO TRADING COMPANY,AVORA,PLBOT,325,ML,325.00 ML
DASUNLIGHT XPERT WADDA LIME FRESH DISHWASH BAR 100 GM PLPCH,DASUN CONSUMER PRODUCT(PVT),DASUNLIGHT,PLPCH,100,GM,100.00 GM
HICHEM ANTI-BACTERIAL LIME FRESH DISHWASH 260 ML PLBOT (BIO NATURE),BIO NATURE PVT LTD,HICHEM,PLBOT,260,ML,260.00 ML
IDOLI GLASS CLEANER 475 ML PLBOT,GLOW SATURN COMPANY (PVT) LTD,IDOLI,PLBOT,475,ML,475.00 ML
OPM POUR FEMME NATURAL SPRAY 22 ML CDBOX,C.B COSMETICS,OPM,CDBOX,22,ML,22.00 ML
SUNLIGHT LEMON & ROSE LAUNDRY BAR 110 GM EWRPK + FREE VIM PODDA POWER OF 100 LIMES 50 GM,UNILEVER SRI LANKA LTD,SUNLIGHT,EWRPK,110,GM,110.00 GM
YASASIRI VALENTINE CAKE 250 GM CDBOX,YASASIRI BAKERY & CONFECTIONERY,YASASIRI,CDBOX,250,GM,250.00 GM
YASASIRI FRUIT CAKE 250 GM CDBOX,YASASIRI BAKERY & CONFECTIONERY,YASASIRI,CDBOX,250,GM,250.00 GM
SUPER STAR ROCKY BLAST ICING CAKE 1000 GM CDBOX,SUPER STAR CONFECTIONERY,SUPER STAR,CDBOX,1000,GM,1000.00 GM
REDLO CHICKEN TASTE SOYA MEAT 40 GM PLPCH,REDLO TRADE LINK (PVT) LTD,REDLO,PLPCH,40,GM,40.00 GM
LIPTON CEYLONTA BOPF TEA 200 GM PLPCH + FREE MUNCHEE TIKIRI MARIE 80 GM,UNILEVER LIPTON CEYLON LTD,LIPTON CEYLONTA,PLPCH,200,GM,200.00 GM
SUNLIGHT WITH REAL LEMON 110 GM EWRPK + SAVE RS 20,UNILEVER SRI LANKA LTD,SUNLIGHT,EWRPK,110,GM,110.00 GM
VENDOL QUICKLIGHT SOAP WITH LIME & FRAGRANCE 125 GM EWRPK + SAVE RS 60,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL QUICKLIGHT,EWRPK,125,GM,125.00 GM
SUPER MAX DISHWASH LIQUID 250 ML PLBOT,SUPER MAX (PVT) LTD,SUPER MAX,PLBOT,250,ML,250.00 ML
MIDNIGHT (IMPORTED) EAU DE TOILETTE SPRAY VAPORISATEUR 100 ML CDBOX,IMPORTED,MIDNIGHT,CDBOX,100,ML,100.00 ML
RANGANA - PRACTICAL BOOK - FIVE RULE (GRADE 1) (A5) 80 PGS - 1 NO,RANGANA BOOK INDUSTRIES,RANGANA,,1,NO,1.00 NO
SCHOOL MATE - (IMPORTED) - S SERIES SMOOTH & SOFT COLOURED PENCILS - 12 COLOUR PACK - 1 NO CDBOX,IMPORTED,SCHOOL MATE,CDBOX,1,NO,1.00 NO
WATAWALA PURE CEYLON TEA 200 GM PLPCH + SAVE RS 40,SUNSHINE COUNSUMER LANKA LTD,WATAWALA TEA,PLPCH,200,GM,200.00 GM
WATAWALA PURE CEYLON TEA 200 GM PLPCH + FREE WATAWALA NAT. AYURVEDA HERBAL TEA 40 GM,SUNSHINE COUNSUMER LANKA LTD,WATAWALA TEA,PLPCH,240,GM,200.00 GM
CHENHAO - (IMPORTED) - ERASABLE COLOUR PENCIL - 12 COLOUR PACK - 1 NO CDBOX,IMPORTED,CHENHAO,CDBOX,1,NO,1.00 NO
MANGO MY 10 -- 5 COLOUR BALLPOINT PENS PACK - 1 NO,PRINT EXCEL PVT LTD,MANGO MY 10,,1,NO,1.00 NO
DIANA STRAWBERRY CREAM WAFERS 17 GM PLPCH,DIANA TRADING CO.(PVT) LTD,DIANA WAFERS,PLPCH,17,GM,17.00 GM
MAAM (MAAM BIS.) BANANA CREAM 100 GM PLPCH,MAAM BISCUITS LANKA (PVT) LTD,MAAM BANANA CREAM,PLPCH,100,GM,100.00 GM
MALIBAN KRISCO BITES BISCUITS 100 GM PLPCH,MALIBAN BISCUIT MANUFACTORIES,MALIBAN KRISCO,PLPCH,100,GM,100.00 GM
MALIBAN NEW REAL CHOCOLATE CREAM 300 GM PLPCH,MALIBAN BISCUIT MANUFACTORIES,MALIBAN REAL CHOCOLATE CREAM,PLPCH,300,GM,300.00 GM
USWATTE REAL LEMON PUFF 24 GM PLPCH,USWATTE CONFECTIONERY,USWATTE REAL LEMON PUFF,PLPCH,24,GM,24.00 GM
LUCKYLAND GIFT SELECTION ASSORTMENT 250 GM CDBOX,LUCKYLAND BISCUITS MFS,LUCKYLAND GIFT SELECTION ASSORTMENT,CDBOX,250,GM,250.00 GM
USWATTE REAL CREAM CRACKER ORIGINAL SUGER FREE 300 GM PLPCH,USWATTE CONFECTIONERY,USWATTE REAL CREAM CRACKER,PLPCH,300,GM,300.00 GM
YASASIRI MILK SHORTIES BISCUITS 200 GM PLPCH,YASASIRI BISCUITS MANUFACTORIES,YASASIRI,PLPCH,200,GM,200.00 GM
YASASIRI GINGER BISCUITS 200 GM PLPCH,YASASIRI BISCUITS MANUFACTORIES,YASASIRI,PLPCH,200,GM,200.00 GM
RICH LIFE LAKCOW FULL CREAM MILK POWDER 18 GM PLPCH,SHAW WALLACE CEYLON LTD,RICH LIFE LAKCOW,PLPCH,18,GM,18.00 GM
"VENDOL VENIVAL TURMERIC, VENIVEL, MARGOSA, SANDALWOOD WITH ALOEVERA 100 GM CDBOX + SAVE RS 35",GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL VENIVAL,CDBOX,100,GM,100.00 GM
VELVET CUTIE MILK ECTRACT & ALMOND (70*3) 210 GM EWRPK + BUY 3 SAVE RS 15,HEMAS MARKETING,VELVET,EWRPK,210,GM,210.00 GM
REBECCA LEE BABY CLASSIC BABY SOAP VITAMIN E & MILK PROTEIN 70 GM CDBOX,ICL MARKETING,REBECCA LEE BABY,CDBOX,70,GM,70.00 GM
REBECCA LEE BABY ALOEVERA RATHMAL GINGER OIL VENIVEL & KHOMBA HERBAL 70 GM CDBOX,ICL MARKETING,REBECCA LEE BABY,CDBOX,70,GM,70.00 GM
USWATTE COCO NICE 250 GM PLPCH,USWATTE CONFECTIONERY,USWATTE COCO NICE,PLPCH,250,GM,250.00 GM
MUNCHEE KALO CHOCOLATE CREAM 140 GM PLPCH,CEYLON BISCUITS LIMITED,MUNCHEE KALO,PLPCH,140,GM,140.00 GM
MUNCHEE CHOCOLATE CREAM 45 GM PLPCH,CEYLON BISCUITS LIMITED,MUNCHEE CHOCOLATE CREAM,PLPCH,45,GM,45.00 GM
RASHIKA LOMON CREAM 200 GM PLPCH,RASHIKA TRADING (PVT) LTD,RASHIKA LEMON CREAM,PLPCH,200,GM,200.00 GM
LIFEBUOY TOTAL 10 WITH OLIVE OIL & HONEY 100 GM EWRPK + SAVE RS 25,UNILEVER SRI LANKA LTD,LIFEBUOY,EWRPK,100,GM,100.00 GM
VELVET MOISTUREBOOST & VITAMIN COMPLEX HONEY & YOGHURT EXTRACT SOAP 95 GM EWRPK + SAVE RS 20,HEMAS MARKETING,VELVET,EWRPK,95,GM,95.00 GM
FAMLIA NEEM ALOE BE BEAUTIFUL WITH PLEASANT SMELLING 70 GM CDBOX,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),FAMLIA,CDBOX,70,GM,70.00 GM
PANDA BABY RATHMAL BABY SOAP CDBOX (75*2) 150 GM + SAVE RS 30,NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,CDBOX,150,GM,150.00 GM
MALINDU STRAWBERRY DRINKING YOGHURT 180 ML PLBOT,MALINDU DAIRY (PVT) LTD,MALINDU,PLBOT,180,ML,180.00 ML
SAMRICH JELLY DAIRY YOGHURT 80 GM PLCUP,SAMRICH PRODUCT,SAMRICH,PLCUP,80,GM,80.00 GM
SASHIKA - LOW FAT - DRINKING YOGHURT 200 ML PLBOT,SASHIKA INDUSTRIES,SASHIKA,PLBOT,200,ML,200.00 ML
KANDYAN VANILLA DRINKING YOGHURT 180 ML PLBOT,KANDYAN FOOD PRODUCTS,KANDYAN,PLBOT,180,ML,180.00 ML
RICO VANILLA DRINKING YOGHURT 200 ML PLBOT,HIRA INDUSTRIES,RICO,PLBOT,200,ML,200.00 ML
VIVA GOODNESS OF MALT & MILK 400 GM CDBOX + FREE 1 KG SUGER,UNILEVER LIPTON CEYLON LTD,VIVA GOODNESS,CDBOX,400,GM,400.00 GM
WIMALA SPECIAL NOODLES 500 GM PLPCH,WIMALA PRODUCTS,WIMALA,PLPCH,500,GM,500.00 GM
KUMARIKA HAIR THERAPY LONG & BLACK SHAMPOO WITH 7 NOURISHING OIL 80 ML PLBOT + SAVE RS 120,HEMAS MARKETING,KUMARIKA,PLBOT,80,ML,80.00 ML
KUMARIKA HAIR THERAPY LONG & BLACK SHAMPOO WITH 7 NOURISHING OIL 180 ML PLBOT + SAVE RS 25,HEMAS MARKETING,KUMARIKA,PLBOT,180,ML,180.00 ML
DANDEX ANTI DANDURFF COOLING RELIEF COOL MINT & ALOE SHAMPOO REFILL VALUE PACK 80 ML PLPCH,HEMAS MARKETING,DANDEX PRO SCALP,PLPCH,80,ML,80.00 ML
DANDEX ANTI DANDURFF COOLING RELIEF COOL MINT & ALOE SHAMPOO REFILL VALUE PACK 80 ML PLPCH + SAVE RS 90,HEMAS MARKETING,DANDEX PRO SCALP,PLPCH,80,ML,80.00 ML
DOVE NUTRITIVE SOLUTIONS OXYGEN MOISTURE SHAMPOO PLBOT 180 ML + SAVE RS 140,UNILEVER SRI LANKA LTD,DOVE,PLBOT,180,ML,180.00 ML
DOVE HAIR NUTRITIVE SOLU. INTEN. REPAIR CONDITIONER FOR PLBOT 180 ML + SAVE RS 140,UNILEVER SRI LANKA LTD,DOVE,PLBOT,180,ML,180.00 ML
CLOGARD NATURAL SALT HEALTHY GUMS + STRONG TEETH 200 GM CDBOX + SAVE RS 75,HEMAS MARKETING,CLOGARD NATURAL SALT,CDBOX,200,GM,200.00 GM
SIGNAL HERBAL NATURE ESSENTIALS WITH CLOVE OIL & MUNAMAL POTHU 160 GM + FREE (SAVE RS.70) SIGNAL HER. NATURE ESSENTIALS WITH CLOVE OIL & MUNAMAL POTHU 40 GM,UNILEVER SRI LANKA LTD,SIGNAL HERBAL,CDBOX,200,GM,160.00 GM
LEVER AYUSH WHITENING TOOTHPASTE WITH ROCK SALT CDBOX 120 GM + (SAVE RS 40) FREE LIFEBUOY ITHURUM LOKKA 75 GM,UNILEVER SRI LANKA LTD,LEVER AYUSH,CDBOX,120,GM,120.00 GM
AMILA PEPPER POWDER 50 GM PLPCH,AMILA PRODUCTS,AMILA,PLPCH,50,GM,50.00 GM
GAMIRASA CHILLI PIECES 50 GM (GAMI RASA PROD.) PLPCH,GAMI RASA PRODUCTS,GAMIRASA,PLPCH,50,GM,50.00 GM
BHAGYA CHILLI POWDER 50 GM PLPCH,BHAGYA PRODUCTS,BHAGYA,PLPCH,50,GM,50.00 GM
CGM CHILLI PIECES 50 GM PLPCH (CITY GRINDING MILLS),CITY GRINDING MILLS,CGM,PLPCH,50,GM,50.00 GM
CGM CHILLI POWDER 50 GM PLPCH (CITY GRINDING MILLS),CITY GRINDING MILLS,CGM,PLPCH,50,GM,50.00 GM
CGM CURRY POWDER 50 GM PLPCH (CITY GRINDING MILLS),CITY GRINDING MILLS,CGM,PLPCH,50,GM,50.00 GM
BEST BLACK PEPPER POWDER 50 GM PLPCH (ERGONOMIC FOODS),ERGONOMIC FOODS (PVT) LTD,BEST,PLPCH,50,GM,50.00 GM
ERGONOMIC CUMIN POWDER 50 GM PLPCH,ERGONOMIC FOODS (PVT) LTD,ERGONOMIC FOODS,PLPCH,50,GM,50.00 GM
ERGONOMIC CHILLI POWDER 100 GM PLPCH,ERGONOMIC FOODS (PVT) LTD,ERGONOMIC FOODS,PLPCH,100,GM,100.00 GM
BEST CHOICE - MAS KARI - MEAT CURRY POWDER MIXTURE 20 GM PLPCH,FREELAN ENTERPRISES,BEST CHOICE,PLPCH,20,GM,20.00 GM
GAYANTHA CURRY POWDER 100 GM PLPCH,GAYANTHA PRODUCTS,GAYANTHA,PLPCH,100,GM,100.00 GM
