MANUFACTURE,BRAND,ITEMDESC,QTY,UNIT,PACKSIZE,PACKTYPE,MATCHED,MATCH_ITEMDESC,MATCH_COMPANY,MATCH_BRAND,MATCH_PACKAGING,MATCH_QTY,MATCH_UNIT,MATCH_PACKSIZE,FUZZY_SCORE
UNILEVER SRI LANKA LTD,FAIR & LOVELY & GLOW & HANDSOME,FAIR & LOVELY GLOW & HANDSOME \50\G\CD BOX\ INSTANT BRIGHTNESS RAPID ACTION CREAM +FREE AXE TICKET DEODORANT 17 ML,50,GM,50G,CD BOX,1,,,,,,,,
UNILEVER SRI LANKA LTD,VASELINE,VASELINE \200\ML\PBT\HEALTHY BRIGHT IN 2 WEEKS NIACINAMIDE VITAMIN B3 SERUM IN LOTION SAVE R.S 265,200,ML,200ML,PBT,1,,,,,,,,
UNILEVER SRI LANKA LTD,VASELINE,VASELINE \200\ML\PBT\ WITH NATURAL ALOE EXTRACT SERUM IN LOTION SAVE R.S 140,200,ML,200ML,PBT,1,,,,,,,,
STASSEN FOODS PVT LTD,BOUNTY,BOUNTY\57\G\EWRPK \CHOCOLATE BAR,57,GM,57G,EWRPK,1,,,,,,,,
HEMAS PHARMACEUTICALS (PVT) LTD,SUSTAGEN JUNIOR,SUSTAGEN JUNIOR \400\G\TIN\VANILLA FLAVOUR NUTRITIONAL SUPPLEMENT 6-11 YEAR OLD. SAVE R.S 300,400,GM,400G,TIN,1,,,,,,,,
OMEGA PAINT BRUSHES,OMEGA,"OMEGA/NO-1/4""/EWRPK /PAINT BRUSH",10000,10000,"4""",EWRPK,1,,,,,,,,
STAR HOLDINGS INTERNATIONAL,STAR LIGHT,STAR LIGHT/40/ML/PLPCH/POWER WASH LAUNDRY LIQUID LAVENDER,40,ML,40ML,PLPCH,0,STAR LIGHT POWER WASH LAUNDRY LIQUID ROSE 40 ML PLPCH,STAR HOLDINGS INTERNATIONAL,STAR LIGHT,PLPCH,40,ML,40.00 ML,0.67
STAR HOLDINGS INTERNATIONAL,STAR LIGHT,STAR LIGHT/40/ML/PLPCH/POWER WASH LAUNDRY LIQUID ARALIYA,40,ML,40ML,PLPCH,0,STAR LIGHT POWER WASH LAUNDRY LIQUID ROSE 40 ML PLPCH,STAR HOLDINGS INTERNATIONAL,STAR LIGHT,PLPCH,40,ML,40.00 ML,0.7
IMPORTED,FAIR & LOVELY,FAIR & LOVELY/4.5 GM/PLPCH/GLOW & LOVELY ADVANCED MULTI VITAMIN,10000,10000,4.5 GM,PLPCH,1,,,,,,,,
IMPORTED,AL-ALIM,LACOSTE/6 ML/CD BOX/AL-ALIM,10000,10000,6 ML,CD BOX,1,,,,,,,,
IMPORTED,AL-ALIM,REAL MIRAGE/6 ML/CD BOX/AL-ALIM,10000,10000,6 ML,CD BOX,1,,,,,,,,
IMPORTED,CROWN,BRUT/6 ML/CD BOX/CROWN PERFUMES,10000,10000,6 ML,CD BOX,1,,,,,,,,
SASIKA FOOD PRODUCTS,SASIKA,SASIKA / 200 / ML / PLBOT / DRINKING YOGHUT,10000,10000,200 ML,PLBOT,1,,,,,,,,
NESTLE LANKA,MAGGI,MAGGI/75/GM/PLPCH/PAPARE BLAST NOODLES,75,GM,75GM,PLPCH,1,,,,,,,,
IMPORTED,LANISS,LANISS/60/ML/CDBOX/BRIGHT LIGHT COFFEE BLONDE,10000,10000,60 ML,CDBOX,1,,,,,,,,
UNILEVER SRI LANKA LTD,FAIR & LOVELY,FAIR & LOVELY/25/GM/CDBOX/GLOW & LOVELY POWDER FINISH WITH MULTI VITAMINS + BRIGHTENING POWDER,10000,10000,25 GM,CDBOX,1,,,,,,,,
WELLASSA PRODUCTS (PVT) LTD,WELLASSA,WELLASSA /500G/POCH PACK /CHILI POWDER,500,GM,500G,POCH,1,,,,,,,,
CLEAN MAX,CLEAN MAX,CLEAN MAX/250/ML/PLBOT/TOILET BOWL CLEANER,250,ML,250ML,PLBOT,1,,,,,,,,
CARGILLS FOOD & BEVERAGE LIMITED,KIST,KIST/250/ML/CAN/SPARKLING GREEN APPLE FLAVOURED DRINK,10000,10000,250 ML,CAN,1,,,,,,,,
CARGILLS FOOD & BEVERAGE LIMITED,KIST,KIST/250/ML/CAN/SPARKLING STRAWBERRY FLAVOURED DRINK,10000,10000,250 ML,CAN,1,,,,,,,,
CARGILLS FOOD & BEVERAGE LIMITED,KIST,KIST/250/ML/CAN/ORANGE FLAVOURED DRINI,10000,10000,250 ML,CAN,1,,,,,,,,
TOP BEVERAGES PVT LTD,TOP TGB,TOP/330/ML/PET/TGB,330,ML,330ML,PET,1,,,,,,,,
MALIBAN BISCUIT MANUFACTORIES,MALIBAN,MALIBAN/490/GM/PL POUCH/ CREAM CRACKER FAMILY PACK+SEASONAL OFFER RS 60 OFF,10000,10000,490 GM,PL POUCH,1,,,,,,,,
NESTLE LANKA,MAGGI HOT,MAGGI/75/GM/PLPCH/PAPARE BLAST,75,GM,75GM,PLPCH,1,,,,,,,,
GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL VOLIN,VENDOL VOLIN/80/GM/CDB/ORIGINAL GOLD/SAVE RS. 25/=,80,GM,80GM,CDB,1,,,,,,,,
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PBT/POWER PLUS 10X ADVANCED ORIGINAL/SAVE RS. 81/=,500,ML,500ML,PBT,1,,,,,,,,
GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL VOLIN,VENDOL VOLIN/80/GM/CDB/ORIGINAL PINK SECRET BEAUTY OIL WITH KUMKUMADI/SAVE RS. 25/=,80,GM,80GM,CDB,1,,,,,,,,
GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL VOLIN,VENDOL VOLIN/80/GM/CDB/ORIGINAL CARROT WITH TURMERIC/SAVE RS. 25/=,80,GM,80GM,CDB,1,,,,,,,,
CEYLON COLD STORES,ELEPHANT VIBE,ELEPHANT VIBE/250/ML/PBT/APPLE BURST,250,ML,250ML,CAN,1,,,,,,,,
CEYLON COLD STORES,ELEPHANT VIBE,ELEPHANT VIBE/250/ML/CAN/ORANGE BURST,250,ML,250ML,CAN,1,,,,,,,,
CEYLON COLD STORES,ELEPHANT VIBE,ELEPHANT VIBE/250/ML/CAN/ GRAPE BURST,250,ML,250ML,CAN,1,,,,,,,,
TEA & SPICE HOUSE,LAK KAHATA,LAK KHATA\100\G\POUCH \BOPF,100,GM,100G,POUCH,1,,,,,,,,
TEA & SPICE HOUSE,LAK KAHATA,LAK KAHATA\200\G\POUCH\BOPF,200,GM,200G,POUCH,1,,,,,,,,
TEA & SPICE HOUSE,LAK KAHATA,LAK KAHATA\50\G\POUCH\BOPF,50,GM,50G,POUCH,1,,,,,,,,
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER,MALIBAN\490\G\PLPCH \CREAM CRACKER FAMILY PACK SAVE R.S 60,490,GM,490G,PLPCH,1,,,,,,,,
DINARA ENTERPRISES,DINARA,DINARA/1000/GM/PLPCH/ROASTED CURRY POWDER/DINARA ENTERPRISES,10000,10000,1000 GM,PLPCH,1,,,,,,,,
INGURUGALA TEA FACTORY,INGURUGALA,INGURUGALA/50/GM/TEA/PLPCH,50,GM,50GM,PLPCH,1,,,,,,,,
GALAUDA GRINDING,G G PRODUCTS,G G PRODUCTS/50/GM/PLPCH/TURMERIC POWDER,50,GM,50GM,PLPCH,1,,,,,,,,
N,LADY,LADY /80ML/BOX/MILLIC/LUCY/,80,ML,80ML,BOX,1,,,,,,,,
NNR DISTRIBUTORS,NNR APPLE,NNR/180/ML/PLCUP/APPLE DRINK,180,ML,180ML,PLCUP,1,,,,,,,,
NNR DISTRIBUTORS,NNR MIXED FRUIT,NNR/180/ML/PLCUP/MIXED FRUIT DRINK,180,ML,180ML,PLCUP,1,,,,,,,,
SURALA PRODUCTS,SURALA,SURALA/50/GM/PLPCH/TURMERIC POWDER,50,GM,50GM,PLPCH,0,SURALA CURRY POWDER 50 GM PLPCH,SURALA PRODUCTS,SURALA,PLPCH,50,GM,50.00 GM,0.52
SURALA PRODUCTS,SURALA,SURALA/25/GM/PLPCH/TURMERIC POWDER,25,GM,25GM,PLPCH,1,,,,,,,,
WIC,WIC,WIC/500/ML/PLBOT/LEMON DISHWASH LIQUID,500,ML,500ML,PLBOT,1,,,,,,,,
CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/360/GM/PLPCH/TIKIRI MARIE BISCUITS/OFFER PRICE 30,360,GM,360GM,PLPCH,1,,,,,,,,
MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,MALIBAN/200/GM/CDBOX/FULL CREAM MILK POWDER/SAVE RS 20,200,GM,200GM,CDBOX,0,MALIBAN KIRI FULL CREAM MILK POWDER 200 GM CDBOX + SAVE RS 30,MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,CDBOX,200,GM,200.00 GM,0.66
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/100/ML/CDBOX/MAGIC DROPS BABY COLOGNE + FREE PEARS/50/ML/PLBOT/BEDTIME BABY CREAM,100,ML,100ML,CDBOX,0,PEARS - PURE & GENTLE BABY COLOGNE 100 ML CDBOX + FREE PEARS BABY VENIVEL & TURMERIC BABY CREAM 50 ML PLBOT,UNILEVER SRI LANKA LTD,PEARS BABY,CDBOX,100,ML,100.00 ML,0.48
UTN TRADING,ENCHANTEUR,"ENCHANTEUR/100/ML/PLBOT/ALLURING VISIBLY RADIANT SKIN VITAMIN A,C,E & NIACINAMIDE",100,ML,100ML,PLBOT,0,ENCHANTEUR CHARMING VISIBLY RADIANT SKIN VITAMIN A-C-E & NIACINAMIDE PERFUMED BODY LOTION 100 ML PLBOT,UTN TRADING,ENCHANTEUR,PLBOT,100,ML,100.00 ML,0.67
MALIBAN BISCUIT MANUFACTORIES,MALIBAN,MALIBAN/490/G/PLPCH/CREAM CRACKER SAVE 60,490,GM,490G,PLPCH,1,,,,,,,,
HIMALI STORES,HIMALI,HIMALI/1000/GM/PLPCH/CHILLI POWDER/HIMALI STORES,10000,10000,1000 GM,PLPCH,1,,,,,,,,
AUTUMN WATER BOTTLED PVT LTD,AUTUMN,AUTUMN\500\ML\PBT\BOTTLED DRINKING WATER,500,ML,500ML,PBT,1,,,,,,,,
REEM BEVERAGE,REEM MANGO,REEM\1\L\PBT\MANGO NECTAR,1,LTR,1L,PBT,1,,,,,,,,
WEERASINHA HOLDING (PVT) LTD,WINDAY,WINDAY/200/ML/GLBT/GINGER BEER,200,ML,200ML,GLBT,1,,,,,,,,
CEYLON COLD STORES,VIBE,VIBE /250ML/CAN/GRAPE BURST,250,ML,250ML,CAN,1,,,,,,,,
MALIBAN BISCUIT MANUFACTORIES,MALIBAN,MALIBAN/490/GM/PL POUCH/ CREAM CRACKER FAMILY PACK+SEASONAL OFFER RS 60 OFF,10000,10000,490 GM,PL POUCH,1,,,,,,,,
NAWODA NUWANGI ENTERPRISE,THEPULIE,THEPULIE/80/GM/CUP/FRUIT JELLY YOGHURT,80,GM,80GM,CUP,1,,,,,,,,
MOUNI PRODUCTS PVT LTD,MOUNI PRODUCTS,MOUNI PRODUCTS/50/GM/PLPCH/TURMERIC POWDER,50,GM,50GM,PLPCH,1,,,,,,,,
THEPULI MILK PRODUCTS,THEPULIE,THEPULIE/80/GM/CUP/SET YOGHURT,80,GM,80GM,CUP,1,,,,,,,,
BLUETWO (PRIVATE) LIMITED,NEO,NEO/1000/ML/PBT/BOTTLED DRINKING WATER,10000,10000,1000/ML,PBT,1,,,,,,,,
BLUETWO (PRIVATE) LIMITED,NEO,NEO/500/ML/PBT/BOTTLED DRINKING WATER,10000,10000,500/ML,PBT,1,,,,,,,,
JANAN ICE CREAM,JANAN VANILLA,JANAN/80/ML/PLCUP/VANILLA ICE CREAM,80,ML,80ML,PLCUP,1,,,,,,,,
CARGILLS FOOD & BEVERAGES LIMITED,KIST,KIST ORANGE/250/ML/CAN/SPARKLING FLAVOURED DRINK,250,ML,250ML,CAN,1,,,,,,,,
CARGILLS FOOD & BEVERAGES LIMITED,KIST GREEN APPLE,KIST GREEN APPLE/250/ML/CAN,250,ML,250ML,CAN,1,,,,,,,,
CARGILLS FOOD & BEVERAGES LIMITED,KIST,KIST STRAWBERRY/250/ML/CAN/SPARKLING FLAVOURED DRINK,250,ML,250ML,CAN,1,,,,,,,,
C.W. MACKIE PLC,HIMALAYA,HIMALAYA/50/ML/CDBOX/REVITALIZING NIGHTCREAM,50,ML,50ML,CDBOX,1,,,,,,,,
C.W. MACKIE PLC,HIMALAYA,"HIMALAYA/50/ML/PLTUB/NOURISHING SKIN CREAM,LIGHT & NON - GREASY",50,ML,50ML,PLTUB,1,,,,,,,,
SAMAN FOODS PVT LTD,SAMAN,SAMAN/50/GM/CHILLI PIECES,10000,10000,50 GM,PLPCH,1,,,,,,,,
LAKMEE EXPORTS,LAKMEE,LAKMEE/400/GM/PLPCH/NOODLES +LAKMEE CHILLI AND GARLIC SAUCE 75ML FREE,400,GM,400GM,PLPCH,0,LAKMEE CHILLI & GARLIC SAUCE 400 GM PLPCH,LAKMEE EXPORTS,LAKMEE,PLPCH,400,GM,400.00 GM,0.55
SPRING FOOD (PVT) LTD,KINGS WATER,KINGS WATER/1500/ML/PBT/BOTTLED DRINKING WATER,10000,10000,1500 ML,PBT,1,,,,,,,,
CEYLON COLD STORES,ELEPHANT HOUSE,ELEPHANT HOUSE VIBE/250/ML/TIN/APPLE BURST,10000,10000,250 ML,TIN,1,,,,,,,,
CEYLON COLD STORES,ELEPHANT HOUSE,ELEPHANT HOUSE VIBE/250/ML/TIN/GRAPE BURST,10000,10000,250 ML,TIN,1,,,,,,,,
WEERASINHA HOLDING (PVT) LTD,WINDAY,WINDAY/200/ML/GLBT/NATURAL TAMARIND DRINK,200,ML,200ML,GLBT,1,,,,,,,,
WEERASINHA HOLDING (PVT) LTD,WINDAY,WINDAY/200/ML/GLBT/NATURAL WOOD APPLE DRINK,200,ML,200ML,GLBT,1,,,,,,,,
WEERASINHA HOLDING (PVT) LTD,WINDAY,WINDAY/200/ML/GLBT/NATURAL LIME & GINGER DRINK,200,ML,200ML,GLBT,1,,,,,,,,
WEERASINHA HOLDING (PVT) LTD,WINDAY,WINDAY/200/ML/GLBT/NATURAL MANGO DRINK,200,ML,200ML,GLBT,1,,,,,,,,
ANTLER INDUSTRIES (PVT) LTD,BRITOL,BRITOL/250/ML/PBT/DISHWASHING LIQUID LIME FRESH/SAVE 55 RS,10000,10000,250 ML,PBT,1,,,,,,,,
ANTLER INDUSTRIES (PVT) LTD,BRITOL,BRITOL/500/ML/PBT/DISHWASHING LIQUID LIME FRESH/SAVE 90 RS,10000,10000,500 ML,PBT,1,,,,,,,,
IMPORTED,SAGAR,SAGAR/30/ML/CDBOX/JEANS PERFUMERY,30,ML,30ML,CDBOX,1,,,,,,,,
AA PERFUMES IMPORTANT,RED HOT,RED HOT/22/ML/CD BOX/RED HOT FOR MEN,22,ML,22ML,CD BOX,1,,,,,,,,
GELI OYA PRODUCTS,GELI OYA,GELI OYA/50/GM/PLPCH/TEA,10000,10000,50 GM,PLPCH,1,,,,,,,,
SISARA PRODUCTS,SISARA,SISARA PRODUCTS/50/GM/CHILLI POWDER,50,GM,50GM,PLPCH,1,,,,,,,,
ICL MARKETING,EVA,EVA/8/NO/PLPCH/STAR DRITEX WINGS,8,NO,8NO,PLPCH,1,,,,,,,,
NESTLE LANKA,MAGGI,MAGGI/75G/PLPCH/PAPARE BLAST INSTANT NOODLES,75,GM,75G,PLPCH,1,,,,,,,,
SUNSHINE COUNSUMER LANKA LTD,WATAWALA,WATAWALA/50/GM/PLPCH/CEYLON TEA,50,GM,50GM,PLPCH,1,,,,,,,,
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER,MALIBAN/490/GM/PLCH/CREAM CRACKER HIGH IN VITAMINS AND MINERAL /SEASONAL OFFER RS 60,490,GM,490GM,PLPCH,1,,,,,,,,
RASAKA FOOD PRODUCTS,RASOJA,RASOJA/40/GM/PLPCH/CURRY FLAVOURED SOYA MEAT,40,GM,40GM,PLPCH,1,,,,,,,,
TURNEY BISCUITS MANUFACTERIES,TURNEY,TURNEY/350/GM/PLPCH/ORANGE CREAM BISCUITS,350,GM,350GM,PLPCH,1,,,,,,,,
HEMAS MARKETING,BABY CHERAMY,BABY CHERAMY/50/ML/CD COVER/CLASSIC LAVENDER ESSENCE+FREE CREAM & LOTION/BABY CHERAMY/50/ML/PLC COVER/ALMOND EXTRACTS VITAMIN E & MILK,50,ML,50ML,CD COVER,1,,,,,,,,
VIRU WORLD(PVT)LTD,VIRU,VIRU/80/PAGES/CD COVER/DRAWING BOOK,10000,10000,80 PAGES,CD COVER,1,,,,,,,,
TEEMAH BISCUITS MANUFACTURE,TURNEY,TURNEY/230/GM/PLPCH/MILK CRACK BISCUITS,230,GM,230GM,PLPCH,1,,,,,,,,
LOLEEMA FOOD PRODUCTS(PVT)LTD,LOLEEMA,LOLEEMA/1000/GM/PLPCH/NOODLES,1000,GM,1000GM,PLPCH,1,,,,,,,,
ASIAN TRADEMADE(PVT)LTD,GOLD QUEEN,GOLD QUEEN/100/GM/CD COVER/CUSTARD POWDER VANILLA FLAVOURED,100,GM,100GM,CD COVER,1,,,,,,,,
TURNEY BISCUITS MANUFACTERIES,TURNEY,TURNEY/350/GM/PLPCH/CUSTARD CREAM,350,GM,350GM,PLPCH,1,,,,,,,,
ASIAN TRADEMEDE (PVT)LTD,GOLD QUEEN,GOLD QUEEN/28/ML/GLBT/GREEN COLOURING,28,ML,28ML,GLBT,1,,,,,,,,
LAKHIRU FOOD PRODUCT PVT LTD,LAKHIRU,LAKHIRU/40/G/POUCH/CURRY FLAVOUR,40,GM,40G,POUCH,1,,,,,,,,
GREEN LIGHT BAKE HOUSE,GREEN LIGHT,GREEN LIGHT/500/GM/CDBOX/RICH ICING CAKE,500,GM,500G,CDBOX,1,,,,,,,,
GREEN LIGHT BAKE HOUSE,GREEN LIGHT,GREEN LIGHT/500/GM/CDBOX/SWEETSLICE ICING CAKE,500,GM,500G,CDBOX,1,,,,,,,,
GREEN LIGHT BAKE HOUSE,GREEN LIGHT,GREEN LIGHT/220/GM/CDBOX/FRUIT CAKE,220,GM,220G,CDBOX,1,,,,,,,,
CEYLON FOODS TRADING (PRIVATE) LIMITED,NAAN,NAAN FOODS/30/GM/PLPCH/BIRIYANI MIX,10000,10000,30 GM,PLPCH,1,,,,,,,,
CEYLON AGRO INDUSTRIES,PRIMA TOPPZ,PRIMA TOPPZ BROAD NOODLES/80/GM/PLPCH,80,GM,80GM,PLPCH,0,PRIMA TOPPZ SPICE UP FLAVOUR BROAD INSTANT NOODLES 80 GM,CEYLON AGRO INDUSTRIES,PRIMA TOPPZ,PLPCH,80,GM,80.00 GM,0.62
SISILMIN WATER SUPPLIERS (PVT) LTD,SISILMIN,SISILMIN/5000/ML/PBT/BOTTLED DRINKIN WATER,10000,10000,5000 ML,PBT,1,,,,,,,,
FN PRODUCTS,FN PRODUCTS,FN PRODUCTS/300/ML/PBT/CHOCOLATE ALMOND MILK,10000,10000,300 ML,PBT,1,,,,,,,,
SINWA HOLDINGS GROUP,MULTIBOND,MULTIBOND/40/GM/RITEFIX JUNIOR,10000,10000,40 GM,PLBOT,1,,,,,,,,
COCA-COLA BEVERAGES,COCA-COLA,COCA-COLA/1500/ML/PET/SAVE AS 40 RS,10000,10000,1500 ML,PET,1,,,,,,,,
GILLS  INTERNATIONAL PVT LTD,GILLS,GILLS\1\KG\PLPCH \CHICKEN HAM,1,KG,1KG,PLPCH,1,,,,,,,,
CEYLON AGRO INDUSTRIES,PRIMA,PRIMA TREATS \300\G\PLPCH \SPICY RAMEN CHICKEN SAUSAGES,300,GM,300G,PLPCH,1,,,,,,,,
CEYLON AGRO INDUSTRIES,PRIMA,PRIMA TREATS\500\G\PLPCH\PARTY MIX CHICKEN SAUSAGES,500,GM,500G,PLPCH,0,PRIMA TREATS CHICKEN SAUSAGES CATERING 500 GM,CEYLON AGRO INDUSTRIES,PRIMA,PLPCH,500,GM,500.00 GM,0.6
WEWALA FOOD PRODUCTS,WELLASSA,WELLASSA /100G/POCH /CHILI PIECE /,100,GM,100G,POCH,1,,,,,,,,
RAJAGALA LANKA HOLDINGS (PVT) LTD,RAJAGALA,RAJAGALA /140G/POCH /CHICKEN/SOYA/,140,GM,140G,POCH,1,,,,,,,,
RAJAGALA LANKA HOLDINGS (PVT) LTD,RAJAGALA,RAJAGALA /100G/POCH PACK /CHIKEN SOYA,100,GM,100G,POCH,1,,,,,,,,
UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY /80ML/PET/HERBAL /SAMPOO/FREELAN LIFEBUOY KHOMBA 75G,80,ML,80ML,PET,1,,,,,,,,
CEYLON BISCUITS LIMITED,MUNCHEE TIKIRI MARIE,MUNCHEE/80/GM/PLPCH/TIKIRI MARIE BISCUITS + SAVE AS 10 RS,80,GM,80GM,PLPCH,0,MUNCHEE TIKIRI MARIE 80 GM,CEYLON BISCUITS LIMITED,MUNCHEE TIKIRI MARIE,PLPCH,80,GM,80.00 GM,0.53
HEMAS MARKETING,BABY CHERAMY,"BABY CHERAMY/75/GM/CDBOX/ALMOND OIL, VITAMIN E & MILK BABY SOAP BUY 5 SAVE AS 45 RS",375,GM,375GM,CDBOX,0,"BABY CHERAMY ALMOND OIL,VITAMIN E,MILK BABY SOAP CDBOX (75*5) 375 GM + SAVE RS 44",HEMAS MARKETING,BABY CHERAMY,CDBOX,375,GM,375.00 GM,0.72
CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/360/GM/PLPCH/TIKIRI MARIE BISCUITS + SAVE RS.30/-,10000,10000,360 GM,PLPCH,1,,,,,,,,
CEYLON BISCUITS LIMITED,MUNCHEE TIKIRI MARIE,MUNCHEE/80 GM/PLPCH/TIKIRI MARI BISCUITS OFFER PRICE SAVE RS 10,10000,10000,80 GM,PLPCH,1,,,,,,,,
REVOKE DETERGENT COMPANY,REVOKE CLONE+X,REVOKE CLONE+X/250/ML/PBT/CLEANER+BLEACH CONCENTRATED FORMULA,10000,10000,250 ML,PBT,1,,,,,,,,
AIGA CEYLON (PVT) LTD,FITS UP,FITS UP/500ML/PET/ALOE  VERA DRINK,500,ML,500ML,PET,1,,,,,,,,
AIGA CEYLON (PVT) LTD,FITS UP,FITS UP/200ML/PET/ALOE  VERA DRINK,200,ML,200ML,PET,1,,,,,,,,
MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,MALIBAN/200/GM/CD BOX/FULL CREAM POWDER SAVE RS 30,200,GM,200GM,CDBOX,0,MALIBAN KIRI FULL CREAM MILK POWDER 200 GM CDBOX + SAVE RS 30,MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,CDBOX,200,GM,200.00 GM,0.65
SUNSHINE COUNSUMER LANKA LTD,WATAWALA,WATAWALA/50/GM/PLPCH/CEYLON TEA,50,GM,50GM,PLPCH,1,,,,,,,,
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER,MALIBAN/490/GM/PLCH/CREAM CRACKER HIGH IN VITAMINS AND MINERAL /SEASONAL OFFER RS 60,490,GM,490GM,PLPCH,1,,,,,,,,
IMPORTED,TIANBOWEN,TIANBOWEN-IMPORTED DUO JUMBO 24 COLOR PENCILS/01 NO,10000,10000,24 COLORS,CD BOX,1,,,,,,,,
NATURE'S BEAUTY CREATIONS LTD,MISUMI,MISUMI KIYO BEAUTY SOAP/65/GM/CD BOX,65,GM,65GM,CD BOX,1,,,,,,,,
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/G/VENIVEL AYURVEDA SOAP,75,GM,75G,CD BOX,1,,,,,,,,
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/G/CD BOX/NO-1/KHOMBA AYURVEDA SOAP,75,GM,75G,CD BOX,1,,,,,,,,
REEMAR MARKETING,REEMAR,REEMAR/500/ML/PLBOT/GLASS CLEANER MULTI PURPOSE MORE SHINE,500,ML,500ML,PLBOT,1,,,,,,,,
NEW JAYAWARDHANA STORES (PVT)LTD,JAYAWARDHANA,JAYAWARDHANA SUPER/50/GM/PLPCH/PEPPER POWDER,50,GM,50GM,PLPCH,1,,,,,,,,
C.W. MACKIE PLC,KOTAGALA,KOTAGALA/200/GM/PLPCH/KAHATA TEA + FREE SCAN/15/GM/PLPCH/JUMBO PEANUTS FRIED & SALTED SAVE RS.60,200,GM,200GM,PLPCH,1,,,,,,,,
NORA TEA,NORA,NORA / PURE CEYLON BLACK TEA/ 50GM/ PLPCH,50,GM,50GM,PLPCH,1,,,,,,,,
CBL FOOD INTERNATIONAL,TIARA,TIARA PINEAPPLE FLAVOURED SPONGE LAYER CAKE / 310GM / CDBOX,310,GM,310GM,CDBOX,1,,,,,,,,
UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY AYURVEDA CARE/ PANCHARATNA SHAMPOO/ 80ML / FREE LIFEBUOY MILD CARE WITH MILK PROTEIN/ 75GM,80,ML,80ML,PBT,1,,,,,,,,
NELCO FOOD PRODUCTS (PVT) LTD,NELCO,NELCO/50/GM/PLPCH/JAFFNA CURRY POWDER/NELCO FOOD PRODUCTS (PVT) LTD,10000,10000,50 GM,PLPCH,1,,,,,,,,
UNIVERSAL PAINT,SUPERLUX,SUPER LUX/1/L/TUB/INTERIOR EMULSION COLOUR UNIVERSAL PAINT,1,LTR,1L,TUB,1,,,,,,,,
NELCO FOOD PRODUCTS (PVT) LTD,NELCO,NELCO/35/GM/PLPCH/CHICKEN FLV SOYA MEAT,35,GM,35GM,PLPCH,1,,,,,,,,
CARGILLS CONVENIENT FOODS,GOLDI,GOLDI/1000/GM/PLPCH/JUMBO CHICKEN SAUSAGES,10000,10000,1000 GM,PLPCH,1,,,,,,,,
UNILEVER SRI LANKA LTD,CLOSE UP,CLOSE UP/120/GM/CDBOX/RED HOT TRIPLE FRESH FORMULA + SAVE RS 40/-,10000,10000,120 GM,CDBOX,1,,,,,,,,
NATURA FOODS,TOP COOL MIXED FRUIT,TOP COOL/200/ML/RGB/MIXED FRUIT,200,ML,200ML,RGB,1,,,,,,,,
DELMAX,DELMAX,DELMAX/250/ML/PLBOT/GLASS CLEANER SUPER ACTIVE,250,ML,250ML,PLBOT,1,,,,,,,,
IMPORTED,WISEUP,WISEUP/3/GM/TUB/SUPER GLUE,3,GM,3GM,TUB,1,,,,,,,,
J.D.DISTRIBUTORS,JD COOOL MANGO,JD COOOL/190/ML/PLCUP/MANGO FLAVOURED DRINK,190,ML,190ML,PLCUP,1,,,,,,,,
AIGA CEYLON( PVT) LTD,FITS UP,FIRS UP /500/ML/PLBOT/ ALOE VERA DRINK,500,ML,500ML,PLBOT,1,,,,,,,,
AIGA CEYLON( PVT) LTD,FITS UP,FITS UP/200/ML/PLBOT/ ALOE VERA DRINK,200,ML,200ML,PLBOT,1,,,,,,,,
SUDU ARALIYA PRODUCTS,SUDU ARALIYA,SUDU ARALIYA/110/GM/EWRPK/WITH ARALIYA EXTRACTS,10000,10000,110 GM,EWRPK,1,,,,,,,,
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER,MALIBAN/490/GM/PLPCH/CREAM CRACKER FAMILY PACK/SAVE 60 RS,10000,10000,490 GM,PLPCH,1,,,,,,,,
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER,MALIBAN/230/GM/PLPCH/CREAM CRACKER BUDDY,10000,10000,230 GM,PLPCH,1,,,,,,,,
JAZ PERFUMES,JAZ,JAZ/6/ML/CDBOX/BLOOM,6,ML,6ML,CDBOX,1,,,,,,,,
