MANUFACTURE,BRAND,ITEMDESC,QTY,UNIT,PACKSIZE,PACKTYPE
NATURE'S BEAUTY CREATIONS LTD,BONITA,BONITA/65/GM/CD BOX/ ELEGANT BEAUTY/NATURE'S BEAUTY CREATIONS LTD,10000,10000,65 GM,CD BOX 
HEMAS MARKETING,GOYA,GOYA ROSES/70/GM/CD BOX/RUBY RED/HEMAS MARKETING,10000,10000,70 GM,CD BOX 
HEMAS MARKETING,GOYA,GOYA ROSESY/70 /GM/CD BOX/PRETTY PINK/HEMAS MARKETING,10000,10000,70 GM,CD BOX 
NP FOOD PRODUCTS ,NILAN PRODUCTS,NP FOOD PRODUCTS/1/KG/PLPCH/CHILLI PIECES ,1,KG,1KG,POUCH 
NP FOOD PRODUCTS ,NILAN PRODUCTS,NP FOOD PRODUCTS/100/G/PLPCH/CURRY POWER ,100,GM,100G ,POUCH 
CHRIS INTERNATIONAL,HRIS,CHRIS/220/ML/PLBOT/NEW CHRIS CARE FABRIC SOFTENER,250,ML,250ML ,PLBOT 
NP FOOD PRODUCTS ,NILAN PRODUCTS,NP FOOD PRODUCTS/100/G/PLPCH/CHILLI PIECES ,100,GM,100G,POUCH 
NP FOOD PRODUCTS ,NILAN PRODUCTS,NP FOOD PRODUCTS/50/G/PLPCH/CURRY POWER ,50,GM,50G ,POUCH 
IMPORTED,JOHNSON'S,JOHNSON'S/100/ML/PLBOT/POWDER MIST BABY COLOGNE,100,ML,100ML ,PLBOT 
MEDICHEMY PHARMACEUTICAL,HERBAL BLOOMS,HERBAL BLOOMS/100/ML/CDBOX/LIMEE GODAPARA HAIR CONDITIONER ,100,ML,100ML,CDBOX 
HESPERUS MARKETING,GOOD LOOK,GOOD LOOK/80/GM/CDBOX/EXPRESS HAIR COLOUR CREAM 5 MIN FREE + GOOD LOOK 1/100/ML/PLBOT/KERATIN NOURISHING SHAMPOO 3IN1,80,GM,80GM ,CDBOX 
IMPORTED,VASELINE INTENSIVE CARE,VASELINE/400/ML/PLBOT/INTENSIVE CARE DRY SKIN REPAIR WITH PURE OAT EXTRACT DEEP MOISTURISATION ,400,ML,400ML,CD
ARALIYA BOOK INDUSTRIES (PVT) LTD,ARALIYA,ARALIYA/120/PGS/1/NO/JAFFNA RULED A5 EX BOOK,120,PGS,120PGS,1 NO
UNILEVER SRI LANKA LTD,LUX,LUX/100/GM/EWRPK/SOFT GLOW VITAMIN C + E (BIG BEAUTY BAR) SOAP/SAVE RS 25,100,GM,100GM,EWRPK 
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA BABY,KHOMBA BABY/70/G/CD BOX/KOHOMBA WITH COCONUT MILK/SAVE 15,70,GM,70G,CDBOX
TOP BEVERAGES PVT LTD,TOP ,TOP/330ML/PLBOT/COLA,330,ML,330ML,PLBOT 
TOP BEVERAGES PVT LTD,TOP ,TOP/330ML/PLBOT/ORANGE ,330,ML,330ML,PLBOT 
TOP BEVERAGES PVT LTD,TOP ,TOP/1500ML/PLBOT/ORANGE ,1500,ML,1500ML,PLBOT 
TOP BEVERAGES PVT LTD,TOP ,TOP/750ML/PLBOT/ORANGE ,750,ML,750ML,PLBOT 
TOP BEVERAGES PVT LTD,TOP ,TOP/330ML/PLBOT/TGB,330,ML,330ML,PLBOT 
TOP BEVERAGES PVT LTD,TOP ,TOP/750ML/PLBOT/TOP-UP,750,ML,750ML,PLBOT 
TOP BEVERAGES PVT LTD,TOP ,TOP/750ML/PLBOT/COLA,750,ML,750ML,PLBOT 
CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/85 GM/PLPCH/CAROL COOKIES,10000,10000,85 GM,PLPCH 
UNILEVER SRI LANKA LTD,VASELINE ,VASELINE /100ML/PET/VETOVE/,100,ML,100ML,PET
UNILEVER SRI LANKA LTD,VASELINE ,VASELINE /100ML/PET/NATURAL ALOE EXTACT,100,ML,100ML,PET
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /KOHOMBA,110,GM,110G*2,POCH 
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /LEMON ,110,GM,110G*2,POCH 
UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK /80ML/PET/STUNNING BLCK SHINE/FREE LIFEBUOY MILK PROREIN 75G,80,ML,80ML,PET
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,110,GM,110G*2,POCH 
KANDY MAX,CLEROX,CLEROX/60/ML/WHITENING WHITE CLOTHES,10000,10000,60 ML,PLBOT
NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/PLPCH/SAVER PACK/1 ST CUP/MALTED FOOD ,10000,10000,400 GM,PLPCH
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/67/GM/EWRPK/LEMONGRASS,10000,10000,67 GM,EWRPK 
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE/400/GM/PLPCH/FULL CREAM MILK POWDER SAVE RS.50/-,10000,10000,400 GM,PLPCH 
ORCHID DAIRY PRODUCTS ,TANG ,TANG/200/ML/PLCUP/ORANGE FLAVOURD ,10000,10000,200 ML ,PLCUP 
STASSEN FOODS LTD,FONTANA,FONTANA/1000ML/TPK/CRANBERRY FRUIT DRINK,1000,ML,1000ML,TPK
UNILEVER SRI LANKA LTD,PONDS,PONDS SKIN INSTITUTE BRIGHT BEAUTY SERUM/15/GM/CD BOX,15,GM,15GM,CDBOX
MAXX CONSUMER PRODUCTS (PVT) LTD,CIMAXX,CIMAXX CHILD SAFE GLUE 50GM,50,GM,50GM,PLBOT
MAXX CONSUMER PRODUCTS (PVT) LTD,CIMAXX ,CIMAXX CHILD SAFE GLUE BATTA 30GM,30,GM,30GM,PLBOT
CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/85/GM/CAROL COOKIES/PLCH,85,GM,85GM,PLCH
JAYA FARM,JAYA FARM,JAYA FARM/ CHICKEN SAUSAGES/ 380/ GM/ PLPCH,10000,10000,380 GM,PLPCH
CHIRAN INDUSTRIES (PVT)LTD,NANO,NANO/ BOTTLED DRINKING WATER/1000/ ML /PLBOT,10000,10000,1000 ML,PLBOT
CHIRAN INDUSTRIES (PVT)LTD,NANO,NANO/ BOTTLED DRINKING WATER/ 500/ ML /PLBOT,10000,10000,500 ML,PLBOT
WINCO LANKA FOOD PRODUCTS,WINCO,WINCO/500/GM/PLPCH /SPECIAL NOODLES ,200,GM,200GM,PLPCH 
ASIAN TRADEMADE (PVT) LTD,GOLD QUEEN,GOLD QUEEN/200/GM/PLPCH/TOMATO SAUCE ,10000,10000,200 GM,PLPCH 
SRI NUTRIFOODS (PVT) LTD,MACLEE CHOCOLATE CREAM,MACLEE CHOCOLATECREAM/90/GM/PLPCH ,90,GM,90GM ,PLPCH 
HEMAS MARKETING,DIVA FRESH,DIVA FRESH/1000/GM/PLPCH/GARDENIA & ROSE 3 IN 1 LONG LASTING FRESHNESS ,1000,GM,1000GM,PLPCH 
CEYLON BISCUITS LIMITED,MUNCHEE CAROL COOKIES,MUNCHEE CAROL COOKIES/85/GM/PLPCH,85,GM,85GM,PLPCH 
NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/CDB/1ST CUP MALTED FOOD/FREE/MAGGI/75/GM/PLPCH/PAPARE KOTTU PACK,400,GM,400GM ,CDB
SIDDHALEPA AYURVEDA EXPORTS,KEKULU,"KEKULU/70/GM/CDB/KING COCONUT OIL, SANDALWOOD, AROODA, JASMINE, KOKUM POTHU/SAVE RS.15/=",70,GM,70GM ,CDB
UNILEVER SRI LANKA LTD,LEVER AYUSH,"LEVER AYUSH/70/GM/CDB/KOHOMBA, PANCHAVALKADI TAILAM & MINT PURIFYING WELLNESS FOR SKIN PROTECTION ",70,GM,70GM ,CDB
UNILEVER SRI LANKA LTD,LEVER AYUSH,"LEVER AYUSH/70/GM/CDB/SANDALWOOD, KUMKUMADI TAILAM & SAFFRON GLOWING RADIANCE ",70,GM,70GM ,CDB
GAMI RASAFOOD PRODUCTS PVT LTD,GAMI RAHASA,GAMI RAHASA/50/GM/PLPCH/TURMERIC POWDER ,50,GM,50GM,PLPCH
CEYLON BISCUITS LIMITED,MUNCHEE CAROL COOKIES,MUNCHEE/85/GM/PLPCH/CAROL COOKIES,85,GM,85GM,PLPCH
UNILEVER SRI LANKA LTD,AYUSH,AYUSH /70/G /CDBOX/ TOTAL ORAL CARE,10000,10000,70/G,CDBOX 
UNILEVER SRI LANKA LTD,VASELINE INTENSIVE CARE,VASELINE /100/ML/PLBOT/ALOE FRESH /SERUM IN LOTION,10000,10000,100/ML,PLBOT 
AJ FOODS (PVT) LTD,AJ,AJ/25/GM/TURMERIC POWDER/PLPCH ,25,GM,25GM ,PLPCH
CEYLON BEVRAGE INTERNATIONAL PVT LTD,SUN CRUSH IMPERIAL,SUN CRUSH/250/ML/CAN/IMPERIAL CLUB SODA,250,ML,250ML,CAN
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500 ML/PLBOT/POWER PLUS 10X ADVANCED ORIGINAL ,10000,10000,500 ML,PLBOT
MAAM BISCUITS LANKA (PVT) LTD,MAAM.,MAAM/45/G/PLPCH/MILKY BISCUITS,45,GM,45G,PLPCH
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI\25\G\PLPCH\REAL COCONUT  MILK POWDER ,25,GM,25G,PLPCH 
UNILEVER LANKA CONSUMER LIMITED ,COMFORT,COMFORT/850/ML/PLBOT/DESIRE PERFUME DELUXE FABRIC CONDITIONER ,850,ML,850ML,PLBOT 
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/KOHOMBA AYURVEDA SOAP ,75,GM,75GM,CDBOX 
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/VENIVEL AYURVEDA SOAP ,75,GM,75GM,CDBOX 
SMITHKLINE BEECHAM ,SENSODYNE ,SENSODYNE/1/NO/SOFT SENSITIVE BRUSH/SAVE RS  95,10000,10000,1 NO,10000
TSPL TECHNOLOGY PVT LTD,REAL,REAL/1500/ML/PBT/BOTTLE DRINKING WATER /TSPL TECHNOLOGY PVT LTD,1500,ML,1500ML,PBT
DAYLIGHT DK,DAYLIGHT,DAYLIGHT/110/GM/EWRPK/PURE LEMON FRESH LAUNDRY SOAP/DAYLIGHT DK,10000,10000,110 GM,EWRPK 
UNILEVER SRI LANKA LTD,AYUSH,AYUSH / 70 / GM / CDBOX/ PURIFYING WELLNESS / FOR SKIN PROTECTION / WITH KOHOMBA PANCHAVALKADI TAILAM AND MINT,10000,10000,70 GM,CDBOX
UNILEVER SRI LANKA LTD,AYUSH,AYUSH / 70 / GM / CDBOX/ GLOWING RADIANCE / FOR GLOWING RADIANT SKIN / WITH SANDALWOOD KUMKUMADI TAILAM AND SAFFRON,10000,10000,70 GM,CDBOX 
UNILEVER SRI LANKA LTD,VASELINE ,VASELINE /100ML/PBT/NIACINAMIDE/HEALTHY BRIGHT/SAVE95/-,100,ML,100ML,PBT
ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT/18.5ML/POKET BOX/FRESH EXTREM/,18.5,ML,18.5ML,POCET
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,110,GM,110G*2,POCH 
SAMMANA STATIONER (PVT) LTD,SAMMANEE ,SAMMANEE/40G/TUB/GLUE BINDER/,40,GM,40G,TUB
NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/MALTED FOOD/PLBOX,400,GM,400GM,PLBOX
MIHIKATHA LANKA NATURALS (PVT) LTD,BULUWALA SPRING,BULUWALA SPRING/5/L/PLBT/BOTTLED DRINKING WATER,5,LTR,5L,PLBT
TREE COMMODITIES,STRONG KAHATA,STRONG KAHATA/100/GM/PLPCH/TREE TEA CEYLON,100,GM,100GM,PLPCH
TREE COMMODITIES,STRONG KAHATA,STRONG KAHATA/50/GM/PLPCH,50,GM,50GM,PLPCH
UNILEVER SRI LANKA LTD,RIN,RIN/200/GM/PLPCH/REFRESH LEMON & ROSE DETERGENT POWDER,200,GM,200GM,PLPCH
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/67/GM/EWRPK/LEMONGRASS FOR A PLAYFUL CITRUSY SENSATION,67,GM,67GM,EWRPK
NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/CD BOX/MALTED FOOD+FREE MAGGI/75/GM/PLPCH/PAPARE KOTTU STYLE INSTANT NOODLES,400,GM,400GM,CD BOX
IMPORTED,LEE,LEE/HB SUN FLOWER YELLOW PENCILS,10000,10000,1 NU,10000
BLUETWO PVT LTD,NEW MUHAMADHIYA HOTEL,NEW MUHAMADHIYA HOTEL/500ML/PLBOT/BOTTLED DRINKING WATER,500,ML,500ML,PLBOT
BLUETWO PVT LTD,NEW MUHAMADHIYA HOTEL,NEW MUHAMADHIYA HOTEL/1000ML/PLBOT/BOTTLED DRINKING WATER,1000,ML,1000ML,PLBOT
UNILEVER SRI LANKA LTD,REXONA,REXONA/CD BOX/80GM/KOHOMA AND TURMERICK,80,GM,80GM,CD BOX
UNILEVER SRI LANKA LTD,REXONA,REXONA/CD BOX/80GM WITH JASMINE AND OLIVE OIL,80,GM,80GM,CD BOX
JEEWAKA FOOD (PVT) LTD,JEEWAKA,JEEWAKA GAMBOGE (GORAKA) PASTE 250 GM,10000,10000,250 GM,PLCUP
UNILEVER SRI LANKA LTD,AYUSH,"AYUSH/70/G/CD BOX /PURIFYING WELLNESS/ WITH KOHOMBA,PANCHAVALKADI,TAILAM AND MINT",10000,10000,70/G,CD BOX
UNILEVER SRI LANKA LTD,AYUSH,"AYUSH/70/G/CD BOX/GLOWING RADIANCE/WITH SANDALWOOD,KUMKUMADI,TAILAM AND SAFFRON",10000,10000,70/G,CD BOX
CEYLON DAIRY LAND AGRO (PVT) LTD.,PURELAND,PURELAND/250/ML/RGB/CHOCOLATE FLAVOURED ,250,ML,250ML ,RGB
UNILEVER SRI LANKA LTD,VASELINE,VASELINE/100/ML/PBT/NO-1/ HEALTHY BRIGHT SPF 30 SUN PROTEET,100,ML,100ML,PBT
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY/ 100/ML/CD BOX/FLORAL BABY COLOGN ,100,ML,100ML ,CD BOX
UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY/175/ML/PBT/NO-1/STRONG & LONG MILK PROTEIN MULTIVITAMIN  HEALTH SHAMPOO SAVE 50/-,175,ML,175ML ,PBT
HEMAS MARKETING,VELVET ,VELVET /200/ML/PBT/NO-1/GLOW PERFECT SHEA BUTTER & SAFFRON EXTRACT,200,KL,200KL,PBT
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/G/CD BOX/VENIVEL AYURUVEDA SOAP,75,GM,75G ,CD BOX
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/G/CD BOX/NO-1/KHOMBA AYURVEDA SOAP,75,GM,75G ,CD BOX
MUCRO PHARMACEUTICALS,MUCRO,MUCRO/90/G/CD BOX/NO-1/NORASH CREAM ALMOND OIL,90,GM,90G,CD BOX
UNILEVER SRI LANKA LTD,LIFEBUOY ,LIFEBUOY/80/ML/PBT/NO-1/STRONG & LONG MILK PROTEIN & HERBAL EXTRACTS ,80,ML,80ML,PBT
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA PEPPER POWDER ,100,GM,100GM,PLPCH
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA ROASTED CHILLI POWDER 50GM,50,GM,50GM,PLPCH
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA PEPPER POWDER 100GM,100,GM,100GM,PLPCH
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA CHILLI PIECES 50GM,50,GM,50GM,PLPCH
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA CHILLI PIECES 250GM,250,GM,250GM,PLPCH
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA,MIHIKATHA ROASTED CURRY POWER 50GM,50,GM,50GM,PLPCH
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA CURRY POWDER 100GM,100,GM,100GM,PLPCH
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA PEPPER POWDER 50GM,50,GM,50GM,PLPCH
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA,MIHIKATHA PEPPER POWDER 25GM,25,GM,25GM,PLPCH
SMITHLINE BEECHAM PVT LTD,SENSODYNE,SENSODYNE/1N/SENSITIVE SOFT,1,NO,1NO,CD COVER
SUNSHINE COUNSUMER LANKA LTD,ZESTA,ZESTA/180G/CDBOX/PREMIUM BOFF 100 TEA BAGS,180,GM,180G,CDBOX
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/G/PLUPCH/REAL COCONUT MILK POWDER,25,GM,25G,PLUPCH
CEYLON BEVERAGES (PVT) LTD,SPINNER,SPINNER/250/ML/CAN/FORMULATED CAFFEINATED DRINK,250,ML,250ML,CAN
KITCHI HOLDING LANKA PVT LTD,KITCHI,KITCHI/70/GM/PLPCH/SOYA MEAT POLOS FLAVOURED ,10000,10000,70 GM,PLPCH 
SAMPATH PROTECTS,SAMPATH ,SAMPATH/100/G/PLCUP/GAMBOGE CREAM,100,GM,100G,PLCUP
MIC MAC CEYLON CONFECTIONERY,MIC MAC STRAWBERRY CREAM,MICMAC/90/G/PLPCH/STRAWBERRY CREAM BISCUITS,90,GM,90G,PLPCH
SIDDHALEPA AYURVEDA EXPORTS,KEKULU,KEKULU/70/G/CDBOX/THAMBILI THEL.WHITE SANDAL .AROODA.SAMAN PICHCHA.KOKUM POTHU/15-SAVE,70,GM,70G,CDBOX 
IMPORTED,EMERALD,EMERALD/50ML/BOTTLE/EUPHORIA PERFUME,50,ML,50ML,BOTTLE 
UNILEVER SRI LANKA LTD,LUX ,LUX/70 /GM/EWRPK/SOFT GLOW  & VITAMIN C + E/+ SAVE RS 15/UNILEVER SRI LANKA LTD,10000,10000,70,EWRPK 
COLOMBO COMMODITIES,MIRICH,MIRICH/1000/GM/PLPCH/CHILLI POWDER/COLOMBO COMMODITIES,10000,10000,1000 GM,PLPCH 
CEYLON BISCUITS LIMITED,MUNCHEE ,MUNCHEE/200/G/PLPCH/CHOCOLATE MARIE,200,GM,200G,PLPCH
GODREJ HOUSEHOLD PRODUCTS (PVT) LTD,ABHA,ABHA/21/G/PLPCH/ 5 MINUTE HAIR COLOUR LIQUID 9  GOODNESS OF HERBS FREE PARASHUTE NELLI COCONUT OIL,21,GM,21G,PLPCH
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER/25GM/PLPCH,10000,10000,25 GM,PLPCH
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE\400\G\POUCH\FULL CREAM MILK POWDER  +SAVE R.S 50,400,GM,400G,POUCH 
SHINE FOOD PRODUCTS ,SHINE,SHINE\1\KG\CHILLI PIECES \SHINE FOOD PRODUCTS ,1,KG,1KG,POUCH 
SHINE FOOD PRODUCTS ,SHINE,SHINE\1\KG\POUCH \CHILLI POWDER ,1,KG,1KG,POUCH 
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA\67\G\EWRPK \LEMONGRASS ,67,GM,67G,EWRPK 
UNILEVER SRI LANKA LTD,WONDERLIGHT,WONDERLIGHT \220\G\EWRPK\LEMON LAUNDRY BAR,220,GM,220G,EWRPK 
UNILEVER SRI LANKA LTD,SACHILIGHT,SUNLIGHT/110/GM/PL POU/REAL LEMON+3+ FTEE SUNLIGHT/110/GM/PL POU/LAVENDER,110,GM,110GMÃ—3+110GM,PL POU
LELAN MARKETING,SHINE MAX,SHINE MAX/1/L/PBT/PINOL,1,LTR,1L,PBT
LELAN MARKETING,SHINE MAX CLOREX,SHINE MAX/500/ML/PBT/CLOREX ,500,ML,500ML,PBT
LELAN MARKETING,SHINE MAX,SHINE MAX /500/ML/PBT/WIN DISH WASH LIQUID LIME ,500,ML,500ML,PBT
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,110,GM,110G*2,POCH 
USWATTE CONFECTIONERY,USWATTE ,USWATTE /1.1G/PBT/DIN FRIT JELLES,1.1,GM,1.1G,PBT
RIO FOOD & BEVERAGE ,RIO,RIO/20G/PET/TOMATO SAUCE ,200,GM,200G,PET
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA ,KHOMBA /30ML/CD BOX/MILD WITH RATHMAL ROSE WATER,30,ML,30ML,CD BOX
CHATHURESA PRODUCTS,CHATHURESA,CHATHRESA/250G/CUP/GAMBOGE CREAM,250,GM,250G,CUP
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,110,GM,110G*2,POCH 
ORIENT LANKA CONFECTIONERY,MAAM,MAAM/85/GM/MILKY BISCUITS,10000,10000,85 GM,PLPCH
SRI NUTRIFOODS (PVT) LTD,MACLEE CHOCOLATE CREAM,MACLEE/90/GM/CHOCOLATE CREAM BISCUITS,10000,10000,90 GM,PLPCH
SIRREXTAR PAINT'S,SIRREXTAR NC THINNERS,SIRREXTAR/4/L/PLCAN/N-C PAINT THINNER ,4,LTR,4L,PLCAN 
STAR KING,STAR KING,STAR KING/100/ML/PLBOT/CLORAX,10000,10000,100 ML,PLBOT 
SIDDHALEPA AYURVEDA EXPORTS,KEKULU,"KEKULU/70/GM/CDBOX/KING COCONUT OIL,LOTHSUBULU,ALOE VERA SAVE RS.15/-",10000,10000,70 GM,CDBOX 
UNILEVER SRI LANKA LTD,VASELINE,VASELINE/40/ML/PLBOT/DEEP RESTORE 24 HR VASELINE JELLY ,10000,10000,40 ML,PLBOT 
UNILEVER SRI LANKA LTD,SUNSILK,"SUNSILK/80/ML/PLBOT/DAMAGE RESTORE SHAMPOO WITH KING COCONUT OIL,KERATIN PROTEN ,VITAMIN C ACTIVE-MIX + FREE LIFEBUOY/75/GM/EWRPK/MILD CARE SOAP",10000,10000,80 ML,PLBOT 
UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK/80/ML/STUNNING BLACK SHINE SHAMPOO + FREE LIFEBUOY/75/GM/EWRPK/MILD CARE SOAP,10000,10000,80 ML,PLBOT 
RECKITT BENCKISER (LANKA) LTD,LYSOL ,LYSOL ALL IN 1 DISINFECTANT SURFACE CLEANER FLORAL 500ML/ FREE HARPIC POWER PLUS 10/10/ 200ML,500,ML,500ML,PLBOT
CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/85/GM/PLPCH/CAROL COOKIES,85,GM,85GM,PLPCH
SISILA MARKETING SERVICES,SATIS MIXED FRUIT,SATIS/200/ML/PET/MIX FRUIT DRINK ,200,ML,200ML,PET
CS MARKETING ,APPLE,APPLE/750/ML/GBT/NC THINNER ,750,ML,750ML,GBT
CS MARKETING ,APPLE,APPLE/180/ML/ GBT/NC THINNER,180,ML,180ML,GBT
CS MARKETING ,APPLE,APPLE/375/ML/GBT/NC THINNER ,375,ML,375ML,GBT
GAJAMUTHU FOOD PRODUCTS PVT LTD,GAJAMUTHU,GAJAMUTHU/50/GM/PLPCH/CHILLI POWDER ,50,GM,50GM,PLPCH
PENTIUM 2000 STATIONERIES (PVT) LTD,MILLENIUM,MILLENIUM/160/BOOK/PGSE/CR BOOK -NO,160,PGSE,160PGSE,BOOK
GAJAMUTHU FOOD PRODUCTS PVT LTD,GAJAMUTHU,GAJAMUTHU/25/GM/PLPCH/PEPPER POWDER ,25,GM,25GM,PLPCH
MALIBAN BISCUIT MANUFACTORIES,MALIBAN SMART CREAM CRACKER,MALIBAN/190 GM/PLPCH/SMART CREAM CRACKER FREE ASTRA MULTI PURPOSE FAT SPREAD 18 GM,10000,10000,190 GM,PLPCH
SIDDHALEPA AYURVEDA EXPORTS,KEKULU,KEKULU/70/G/CDBOX/THAMBILI THEL.WHITE SANDAL .AROODA.SAMAN PICHCHA.KOKUM POTHU/15-SAVE,70,GM,70G,CDBOX 
NESTLE LANKA,NESTOMALT,NESTOMALT/400/G/CDBOX/1ST CUP MALTED FOOD/WITH MAGGI PAPARE KOTTU 75G FREE,400,GM,400G ,CDBOX 
HEMAS MARKETING,FEMS,FEMS/10/NO/PLPCH/DRYTEX WINGS 3X PROTECTION ,10000,10000,10 NO,PLPCH 
NESTLE LANKA,MAGGI,MAGGI/500/GM/PLPCH/PROFESSIONAL SEASONING POWDER CHICKEN FLAVOUR ,10000,10000,500 GM,PLPCH 
UNILEVER SRI LANKA LTD,SUNSILK ,SUNSILK/180/ML/PLASTIC BOTTLE/KERATIN STRAIGHT SHAMPOO WITH KERATIN AND ORGAN OIL,10000,10000,180 ML,PLASTIC  BOTTLE 
UNILEVER SRI LANKA LTD,LEVER AYUSH ,LEVER AYUSH/25/GM/CD BOX/ANTI MARK AND OIL CONTROL FOR SPOTLESS AND OIL CLEAR SKIN ,10000,10000,25 GM ,CD BOX
SMITHLINE BEECHAM (PVT)LTD ,SENSODYNE,SENSODYNE/1/NO/SENSITIVE SOFT,10000,10000,1 NO,PL PACK
PANTHILU CONSUMER PVT LTD ,XTOLIGHT,XTOLIGHT/225/ML/LIME DISH WASH LIQUID/PBT/PANTHILU CONSUMER PVT LTD ,225,ML,225ML,PBT
PANTHILU CONSUMER PVT LTD ,XTOLIGHT,XTOLIGHT/500/ML/LIME DISH WASHER LIQUID/SAVE 50/= RSP/PBT/PANTHILU CONSUMER PVT LTD ,500,ML,500ML ,PBT
HIMANDI,HIMANDI GAMBOGE CREAM,HIMANDI/250/GM/PLPCH/HIMANDI PURE GAMBOGE CREAM,10000,10000,250 GM,PLPCH
EKATERRA CEYLON (PVT)ITD,LAOJE,LAOJEE/40/GM/PLPCH/SEV/10/GM/PURE CEYLON BLACK TEA,10000,10000,40 GM,PLPCH
CEYLON BISCUITS LIMITED,CAROL COOKIES,CBL MUNCHEE/85/GM/PLPCH/NEW LOOK AND TASTE CAROL COOKIES,10000,10000,85 GM,PLPCH
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/GM/REAL MILK COCONUT POWDER/PLPCH,25,GM,25GM,PLPCH 
RECKITT BENCKISER (LANKA) LTD,LYSOL,LYSOL/500/ML/PBT/TRIPLE GERM ACTION CITRUS +  HARPIC/200/ML/PBT/10/10 POWER PLUS STAIN REMOVAL,500,ML,500ML,PBT
HEMAS MARKETING,FEMS,FEMS/10NO/PLPCH/COTTON FEEL WINGS 3X PROTECTION ,10,NO,10NO ,PLPCH 
HEMAS MARKETING,FEMS,FEMS/10NO/PLPCH/DRYTEX WINGS 3X PROTECTION ,10,NO,10NO,PLPCH 
HEMAS MARKETING,GOYA ,GOYA/70G/CDBOX/RUBY RED,70,GM,70G ,CDBOX 
RICHARD TRADING CO (PVT) LTD,RICHARD COLOURAY,RICHARD COLOURAY 1NO/DRAWING BOOK 80 PAGES,1,NO,1NO ,10000
HEMAS MARKETING,GOYA ,GOYA/70G/CDBOX/PRETTY PINK ,70,GM,70G ,CDBOX 
SIDDHALEPA AYURVEDA EXPORTS,KEKULU,"KEKULU/70G/ CDBOX/KING COCONUT, SUDU HADUN, ARUDHA,SAMANPICCHA,KOKUM POTHU SAVE RA 15.00",70,GM,70G ,CDBOX 
