catcode,company,brand,sku,packtype,base_pack,wght,uom,qty,mrp
106,SAMPRE NUTRITIOUS LIMITED - IND,KHATTAZA,KHATTAZA- STRAWBERRY PPH 4.5 GM,PLPCH,4.500 GM,4.5,GM,4.5,0.0
106,PIONEER FOOD PRODUCTS - NEPAL,KHATTI MITTHI,KHATTI MITTHI- PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,MEHTA HERBALS - INDIA,KISS LUVIEW,KISS LUVIEW- KAACHA AAM PPH 5 GM,PLPCH,5.000 GM,5.0,GM,5.0,0.0
106,MEHTA HERBALS - INDIA,KISS LUVIEW,KISS LUVIEW- LEMON  PPH 5 GM,PLPCH,5.000 GM,5.0,GM,5.0,0.0
106,MEHTA HERBALS - INDIA,KISS LUVIEW,KISS LUVIEW- ORANGE PPH 5 GM,PLPCH,5.000 GM,5.0,GM,5.0,0.0
106,MEHTA HERBALS - INDIA,KISS LUVIEW,KISS LUVIEW- PINEAPPLE PPH 5 GM,PLPCH,5.000 GM,5.0,GM,5.0,0.0
106,MEHTA HERBALS - INDIA,KISS LUVIEW,KISS LUVIEW- STRAWBERRY PPH 5 GM,PLPCH,5.000 GM,5.0,GM,5.0,0.0
106,PERFETTI VAN MELLE-INDIA,MENTOS,MENTOS- LIME LEMON PPH 3.4 GM,PLPCH,3.400 GM,3.4,GM,3.4,0.0
106,PERFETTI VAN MELLE-INDIA,MENTOS,MENTOS- STRAWBERRY PPH 31.2 GM,PLPCH,31.200 GM,31.2,GM,31.2,0.0
106,PERFETTI VAN MELLE-INDIA,MENTOS,MENTOS- LIME N LEMON PPH 31.2 GM,PLPCH,31.200 GM,31.2,GM,31.2,0.0
106,PERFETTI VAN MELLE-INDIA,MENTOS,MENTOS- WATER MELON PPH 2.7 GM,PLPCH,2.700 GM,2.7,GM,2.7,0.0
106,JRJ FOODS PVT LTD - INDIA,MICHI'S,MICHI'S- PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,MILK FOODS PRODUCTS INDIA,MILTON,MILTON- PEANUTS CANDY PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,NESTLE INDIA LTD. - INDIA,POLO,POLO- MINT EWP 6.24 GM,EWRPK,6.240 GM,6.24,GM,6.24,0.0
106,AMBER CONFECTIONERY-INDIA,AMBER,AMBER-SOFT CENTER PPH 3.15 GM,PLPCH,3.150 GM,3.15,GM,3.15,0.0
106,SUJAL FOODS PVT LTD-NEPAL,CANDY MAN,CANDY MAN- KACHO MANGO PPH 3 GM,PLPCH,3.000 GM,3.0,GM,3.0,0.0
106,SUJAL FOODS PVT LTD-NEPAL,CANDY MAN,CANDY MAN- MANGO NECTER PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,PERFETTI VAN MELLE-INDIA,CENTER FRESH,CENTER FRESH- ENDLESS STRONG MINT PPH 3.2 GM,PLPCH,3.200 GM,3.2,GM,3.2,0.0
106,PERFETTI VAN MELLE-INDIA,CENTER FRESH,CENTER FRESH- COOL COLA LIQUID FILLED GUM PPH 3.2 G,PLPCH,3.200 GM,3.2,GM,3.2,0.0
106,PERFETTI VAN MELLE-INDIA,CHOCOLIEBE ECLAIRS PLUS,CHOCOLIEBE ECLAIRS PLUS-CHOCO CARAMEL PPH 3.4 G,PLPCH,3.400 GM,3.4,GM,3.4,0.0
106,PIONEER FOOD PRODUCTS - NEPAL,HOLLS,HOLLS- MENTHOL PPH 3 GM,PLPCH,3.000 GM,3.0,GM,3.0,0.0
106,INBISCO INDIA PVT.LTD-IND,KOPIKO CAPPUCCINO COFFEE,KOPIKO CAPPUCCINO COFFEE- PPH 3.6 GM,PLPCH,3.600 GM,3.6,GM,3.6,0.0
106,DURGA CONFECTIONERY-INDIA,MONARKO,MONARKO- DOUBLE CREAM PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,PRAN DAIRY LTD-BANGLADESH,PRAN FOOTBALL GUM,PRAN FOOTBALL GUM- PPH 3 GM,PLPCH,3.000 GM,3.0,GM,3.0,0.0
106,PRAN DAIRY LTD-BANGLADESH,PRAN LOLLIPOP,PRAN LOLLIPOP- MILK EWP 10 GM,EWRPK,10.000 GM,10.0,GM,10.0,0.0
106,PRAN DAIRY LTD-BANGLADESH,PRAN LOLLIPOP,PRAN LOLLIPOP- ORANGE EWP 10 GM,EWRPK,10.000 GM,10.0,GM,10.0,0.0
106,PRAN DAIRY LTD-BANGLADESH,PRAN PUDDING JELLY,PRAN PUDDING JELLY- LITCHI PCN 20 GM,PLCNT,20.000 GM,20.0,GM,20.0,0.0
106,PRAN DAIRY LTD-BANGLADESH,PRAN PUDDING JELLY,PRAN PUDDING JELLY- MANGO PCN 20 GM,PLCNT,20.000 GM,20.0,GM,20.0,0.0
106,SUJAL FOODS PVT LTD-NEPAL,SUJAL GUM,SUJAL GUM- ORANGE EWP 13.5 GM,EWRPK,13.500 GM,13.5,GM,13.5,0.0
106,SUJAL FOODS PVT LTD-NEPAL,SUJAL LACTO FUN,SUJAL LACTO FUN- CLASSIC CARAMEL EWP 3.7 GM,EWRPK,3.700 GM,3.7,GM,3.7,0.0
106,PERFETTI VAN MELLE-INDIA,ALPENLIEBE JUZT JELLY,ALPENLIEBE JUZT JELLY- STRAWBERRY PPH 3.4 GM,PLPCH,3.400 GM,3.4,GM,3.4,0.0
106,AMBER NUTRITION PVT LTD-INDIA,AMBER PEANUT,AMBER PEANUT- PEANUT CRUNCHY PPH 3.15 GM,PLPCH,3.150 GM,3.15,GM,3.15,0.0
106,PERFETTI VAN MELLE-INDIA,ALPENLIEBE 2LACTO ECLAIRS,ALPENLIEBE 2LACTO ECLAIRS- PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,SUNCREST FOOD MAKERS-INDIA,CAFETTO,CAFETTO- COFFEE CANDY PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,PARAS FOOD PRODUCTS-INDIA,CANDY LAKE,CANDY LAKE- COCONUT PPH 4.5 GM,PLPCH,4.500 GM,4.5,GM,4.5,0.0
106,SUJAL FOODS PVT LTD-NEPAL,SUJAL CENTER FRESH,SUJAL CENTER FRESH- EWP 4 GM,EWRPK,4.000 GM,4.0,GM,4.0,0.0
106,PERFETTI VAN MELLE-INDIA,CENTER FRUIT,CENTER FRUIT- WATERMELON PPH 27.2 GM,PLPCH,27.200 GM,27.2,GM,27.2,0.0
106,PRAYAGH NUTRI PRODUCT-INDIA,CINTU,CINTU- MANGOLIK MANGO PPH 2.9 GM,PLPCH,2.900 GM,2.9,GM,2.9,0.0
106,DAZZY FOOD INDUSTRIES-INDIA,DAZZY,DAZZY- COCONUT BUTTER PPH 5 GM,PLPCH,5.000 GM,5.0,GM,5.0,0.0
106,SUNCREST FOOD MAKERS-INDIA,DERBY DARLING LOVE CANDY,DERBY DARLING LOVE CANDY-LEMON PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,SUNCREST FOOD MAKERS-INDIA,DERBY DARLING LOVE CANDY,DERBY DARLING LOVE CANDY-ROSE MINT PPH 4GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,SUNCREST FOOD MAKERS-INDIA,DERBY DARLING LOVE CANDY,DERBY DARLING LOVE CANDY-PAN MINT PPH 4GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,SUNCREST FOOD MAKERS-INDIA,DERBY DARLING LOVE CANDY,DERBY DARLING LOVE CANDY-STRAWBERRY MINT PPH 4G,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,AMBER NUTRITION PVT LTD-INDIA,DUBLAIRS,DUBLAIRS- LYCHEE PPH 3.15 GM,PLPCH,3.150 GM,3.15,GM,3.15,0.0
106,SWAN SWEETS PVT.LTD-INDIA,FUNDA GOLI,FUNDA GOLI- KACHAA AAM - PPH 3 GM,PLPCH,3.000 GM,3.0,GM,3.0,0.0
106,SWAN SWEETS PVT.LTD-INDIA,FUNDA GOLI,FUNDA GOLI- MAST GUAVA - PPH 3 GM,PLPCH,3.000 GM,3.0,GM,3.0,0.0
106,SWAN SWEETS PVT.LTD-INDIA,FUNDA GOLI,FUNDA GOLI- ORANGE - PPH 3 GM,PLPCH,3.000 GM,3.0,GM,3.0,0.0
106,SWAN SWEETS PVT.LTD-INDIA,FUNDA GOLI,FUNDA GOLI- RASILI LYCHEE - PPH 3 GM,PLPCH,3.000 GM,3.0,GM,3.0,0.0
106,SWAN SWEETS PVT.LTD-INDIA,FUNDA GOLI,FUNDA GOLI- GREEN APPLE - PPH 3 GM,PLPCH,3.000 GM,3.0,GM,3.0,0.0
106,ASIAN BISCUITS & CONFECTNRY-NP,GOODLIFE,GOODLIFE- PPH 10 GM,PLPCH,10.000 GM,10.0,GM,10.0,0.0
106,ASIAN BISCUITS & CONFECTNRY-NP,GOODLIFE POP ROCKS,GOODLIFE POP ROCKS- ASSORTED FRUITS PPH 5 GM,PLPCH,5.000 GM,5.0,GM,5.0,0.0
106,ASIAN BISCUITS & CONFECTNRY-NP,GOODLIFE COFFINO,GOODLIFE COFFINO- COFFEE PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,ASIAN BISCUITS & CONFECTNRY-NP,GOODLIFE MINT MOOD,GOODLIFE MINT MOOD- MINT PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,ASIAN BISCUITS & CONFECTNRY-NP,GOODLIFE DOUBLE BREAK,GOODLIFE DOUBLE BREAK-PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,PERFETTI VAN MELLE-INDIA,HAPPYDENT WHITE,HAPPYDENT WHITE-PEPPERMINT (2*1.2GM) PPH 2.4GM,PLPCH,2.400 GM,2.4,GM,2.4,0.0
106,PERFETTI VAN MELLE-INDIA,HAPPYDENT WHITE,HAPPYDENT WHITE-STRAWBERRY (2*1.2GM) PPH 2.4GM,PLPCH,2.400 GM,2.4,GM,2.4,0.0
106,KIM KIM ENTERPRISES-INDIA,KIM KIM,KIM KIM- KAJU CREAM PPH 2.66 GM,PLPCH,2.660 GM,2.66,GM,2.66,0.0
106,KWALITY CONFECTIONERY-NPL,KWALITY SWEET HEART,KWALITY SWEET HEART- LYCHEE PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,KWALITY CONFECTIONERY-NPL,KWALITY SWEET HEART,KWALITY SWEET HEART- MANGO PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,KWALITY CONFECTIONERY-NPL,KWALITY SWEET HEART,KWALITY SWEET HEART- GREEN APPLE PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,KWALITY CONFECTIONERY-NPL,KWALITY SWEET HEART,KWALITY SWEET HEART- STRAWBERRY PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,LOTTE INDIA-INDIA,LOTTE FRUITZ SOFT SPOT,LOTTE FRUITZ SOFT SPOT- LOTTE INDIA,PLPCH,3.800 GM,3.8,GM,3.8,0.0
106,LOTTE INDIA-INDIA,LOTTE FRUITZ SOFT SPOT,LOTTE FRUITZ SOFT SPOT- LOTTE INDIA,PLPCH,3.800 GM,3.8,GM,3.8,0.0
106,LOTTE INDIA-INDIA,LOTTE SPOUT,LOTTE SPOUT- BANANA EWP 23.8 GM,EWRPK,23.800 GM,23.8,GM,23.8,0.0
106,LOTTE INDIA-INDIA,LOTTE SPOUT,LOTTE SPOUT- GRAPE EWP 23.8 GM,EWRPK,23.800 GM,23.8,GM,23.8,0.0
106,LOTTE INDIA-INDIA,LOTTE SPOUT,LOTTE SPOUT- STRAWBERRY EWP 23.8 GM,EWRPK,23.800 GM,23.8,GM,23.8,0.0
106,MAHENDRA INDUSTRIES-INDIA,MADHUR CAFE,MADHUR CAFE- MOCHA DARK COFFEE PPH 3 GM,PLPCH,3.000 GM,3.0,GM,3.0,0.0
106,MAHENDRA INDUSTRIES-INDIA,MADHUR ECLAIRS,MADHUR ECLAIRS- COFFEE PPH 4.5 GM,PLPCH,4.500 GM,4.5,GM,4.5,0.0
106,MAHENDRA INDUSTRIES-INDIA,MADHUR,MADHUR- MANGO BOSS PPH 3 GM,PLPCH,3.000 GM,3.0,GM,3.0,0.0
106,MAHENDRA INDUSTRIES-INDIA,MADHUR TRUE LOVE,MADHUR TRUE LOVE- ORANGE PPH 6 GM,PLPCH,6.000 GM,6.0,GM,6.0,0.0
106,MAPRO FOODS - INDIA,MAPRO FALERO,MAPRO FALERO- APPLE FRUIT PPH 3.8,PLPCH,3.800 GM,3.8,GM,3.8,0.0
106,MAPRO FOODS - INDIA,MAPRO FALERO,MAPRO FALERO- MANGO PPH 3.8,PLPCH,3.800 GM,3.8,GM,3.8,0.0
106,MAPRO FOODS - INDIA,MAPRO FALERO,MAPRO FALERO- STRAWBERRY PPH 3.8,PLPCH,3.800 GM,3.8,GM,3.8,0.0
106,MAPRO FOODS - INDIA,MAPRO FALERO,MAPRO FALERO- TAMARIND PPH 3.8,PLPCH,3.800 GM,3.8,GM,3.8,0.0
106,MAPRO FOODS - INDIA,MAPRO FALERO,MAPRO FALERO- GUAVA PPH 3.8,PLPCH,3.800 GM,3.8,GM,3.8,0.0
106,MAPRO FOODS - INDIA,MAPRO FALERO,MAPRO FALERO- KACHI KAIRI PPH 3.8,PLPCH,3.800 GM,3.8,GM,3.8,0.0
106,PERFETTI VAN MELLE-INDIA,MENTOS RAINBOW,MENTOS RAINBOW- EWP 31.2 GM,EWRPK,31.200 GM,31.2,GM,31.2,0.0
106,M G FOOD PRODUCTS - INDIA,MG CANDYZON,MG CANDYZON- FRUITS CENTRE FILLED PPH 5.7 GM,PLPCH,5.700 GM,5.7,GM,5.7,0.0
106,M G FOOD PRODUCTS - INDIA,MG CANDYZON,MG CANDYZON- MANGO CENTRE FILLED PPH 5.7 GM,PLPCH,5.700 GM,5.7,GM,5.7,0.0
106,JRJ FOODS PVT LTD - INDIA,MICHI'S LOVE BITES,MICHI'S LOVE BITES- GREEN APPLE PPH 2.88 GM,PLPCH,2.880 GM,2.88,GM,2.88,0.0
106,JRJ FOODS PVT LTD - INDIA,MICHI'S LOVE BITES,MICHI'S LOVE BITES- MANGO PPH 2.88 GM,PLPCH,2.880 GM,2.88,GM,2.88,0.0
106,JRJ FOODS PVT LTD - INDIA,MICHI'S LOVE BITES,MICHI'S LOVE BITES- ORANGE PPH 2.88 GM,PLPCH,2.880 GM,2.88,GM,2.88,0.0
106,JRJ FOODS PVT LTD - INDIA,MICHI'S LOVE BITES,MICHI'S LOVE BITES- STRAWBERRY PPH 2.88 GM,PLPCH,2.880 GM,2.88,GM,2.88,0.0
106,MILK FOODS PRODUCTS INDIA,MILKY PEANUTS,MILKY PEANUTS- PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,MILAN FOOD PRODUCTS-INDIA,MINCHO,MINCHO- MASALA CHATPATI PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,OKAY CONFECTIONARY - INDIA,OKAA HEART,OKAA HEART- LIQUID CENTER FILLED LITCHI,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,OKAY CONFECTIONARY - INDIA,OKAA HEART,OKAA HEART- LIQUID CENTER FILLED MANGO,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,OKAY CONFECTIONARY - INDIA,OKAA HEART,OKAA HEART- LIQUID CENTER FILLED ORANGE,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,PARLE BISCUITS PVT LTD-INDIA,PARLE MELODY,PARLE MELODY- CHOCOLATY - PPH 3.91 GM,PLPCH,3.910 GM,3.91,GM,3.91,0.0
106,PARLE BISCUITS PVT LTD-INDIA,PARLE MAZELO,PARLE MAZELO- ORANGE PPH 3.46 GM,PLPCH,3.460 GM,3.46,GM,3.46,0.0
106,PERFECT FOODS PVT LTD-NEPAL,PERFECT FILLZ,PERFECT FILLZ- GREEN MANGO PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,PERFECT FOODS PVT LTD-NEPAL,PERFECT FILLZ,PERFECT FILLZ- ORANGE PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,PRAN DAIRY LTD-BANGLADESH,POWER CANDY,POWER CANDY- LOZENGE MIXED FRUIT PPH 2.25 GM,PLPCH,2.250 GM,2.25,GM,2.25,0.0
106,PRAN DAIRY LTD-BANGLADESH,PRAN LOLLIPOP,PRAN LOLLIPOP- STRAWBERRY EWP 10 GM,EWRPK,10.000 GM,10.0,GM,10.0,0.0
106,PRAN DAIRY LTD-BANGLADESH,PRAN MAGIC CUP,PRAN MAGIC CUP- ORANGE CUP 12 GM,PLCUP,12.000 GM,12.0,GM,12.0,0.0
106,PRAN DAIRY LTD-BANGLADESH,PRAN MAGIC CUP,PRAN MAGIC CUP- LITCHI CUP 12 GM,PLCUP,12.000 GM,12.0,GM,12.0,0.0
106,PRAN DAIRY LTD-BANGLADESH,PRAN MAGIC CUP,PRAN MAGIC CUP- LEMON CUP 12 GM,PLCUP,12.000 GM,12.0,GM,12.0,0.0
106,PRAN DAIRY LTD-BANGLADESH,PRAN MILK CANDY,PRAN MILK CANDY- PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,DR.KIM AYURVEDIC PHARMACY-IN,RELIEVE,RELIEVE- PPH 3 GM,PLPCH,3.000 GM,3.0,GM,3.0,0.0
106,HENSHI INTERNATIONAL - INDIA,SEEMA HEART CANDY ZONE,SEEMA HEART CANDY ZONE- PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,PIONEER FOOD PRODUCTS - NEPAL,SOLO,SOLO- PPH 3 GM,PLPCH,3.000 GM,3.0,GM,3.0,0.0
106,SHANKAR CONFECTIONERS - INDIA,STAR CRAZY POP,STAR CRAZY POP- LEECHI PPH 8 GM,PLPCH,8.000 GM,8.0,GM,8.0,0.0
106,FERRERO INTL-INDIA,TIC TAC,TIC TAC- ORANGE PCN 3.8 GM,PLCNT,3.800 GM,3.8,GM,3.8,0.0
106,FERRERO INTL-INDIA,TIC TAC,TIC TAC- PEACH & PASSION PCN 4.3 GM,PLCNT,4.300 GM,4.3,GM,4.3,0.0
106,FERRERO INTL-INDIA,TIC TAC,TIC TAC- PEACH & PASSION PCN 10.2 GM,PLCNT,10.200 GM,10.2,GM,10.2,0.0
106,FERRERO INTL-INDIA,TIC TAC,TIC TAC- APPLE PCN 10.2 GM,PLCNT,10.200 GM,10.2,GM,10.2,0.0
106,FERRERO INTL-INDIA,TIC TAC,TIC TAC- ORANGE PCN 10.2 GM,PLCNT,10.200 GM,10.2,GM,10.2,0.0
106,FERRERO INTL-INDIA,TIC TAC,TIC TAC- MINT PCN 3.8 GM,PLCNT,3.800 GM,3.8,GM,3.8,0.0
106,FERRERO INTL-INDIA,TIC TAC,TIC TAC- MINT PCN 4.3 GM,PLCNT,4.300 GM,4.3,GM,4.3,0.0
106,FERRERO INTL-INDIA,TIC TAC,TIC TAC- MINT PCN 10.2 GM,PLCNT,10.200 GM,10.2,GM,10.2,0.0
106,VIBHAV FOOD INDUSTRIES-NEPAL,VIBHAV LOLLIPOP,VIBHAV LOLLIPOP- NATURAL FRUITS PPH 9 GM,PLPCH,9.000 GM,9.0,GM,9.0,0.0
106,WRIGLEY INDIA PVT LTD-INDIA,WRIGLEY'S BOOMER DUET,WRIGLEY'S BOOMER DUET- ORANGE PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,WRIGLEY INDIA PVT LTD-INDIA,WRIGLEY'S BOOMER DUET,WRIGLEY'S BOOMER DUET-WATERMELON PPH 4GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,WRIGLEY INDIA PVT LTD-INDIA,WRIGLEY'S BOOMER DUET,WRIGLEY'S BOOMER DUET-STRAWBERRY PPH 4GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,WRIGLEY INDIA PVT LTD-INDIA,WRIGLEY'S DOUBLE MINT,WRIGLEY'S DOUBLE MINT-AQUA SPLASH PPH 3.75G,PLPCH,3.750 GM,3.75,GM,3.75,0.0
106,SUJAL FOODS PVT LTD-NEPAL,SUJAL YOYO SWEETS,SUJAL YOYO SWEETS- MANGO EWP 4 GM,EWRPK,4.000 GM,4.0,GM,4.0,0.0
106,PRAYAGH NUTRI PRODUCT-INDIA,YOYO POP,YOYO POP- LITCHI EWP 9 GM,EWRPK,9.000 GM,9.0,GM,9.0,0.0
106,PRAYAGH NUTRI PRODUCT-INDIA,YOYO POP,YOYO POP- MANGO EWP 9 GM,EWRPK,9.000 GM,9.0,GM,9.0,0.0
106,PRAYAGH NUTRI PRODUCT-INDIA,YOYO POP,YOYO POP- ORANGE EWP 9 GM,EWRPK,9.000 GM,9.0,GM,9.0,0.0
106,PRAYAGH NUTRI PRODUCT-INDIA,YOYO POP,YOYO POP- STRAWBERRY EWP 9 GM,EWRPK,9.000 GM,9.0,GM,9.0,0.0
106,DELIGHT FOOD INDUSTRIES- INDIA,CANDIWALA,CANDIWALA- KACHA AAM PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,PERFETTI VAN MELLE-INDIA,CENTER FRUIT XPLODE,CENTER FRUIT XPLODE- ORANGE  PPH 4.8 GM,PLPCH,4.800 GM,4.8,GM,4.8,0.0
106,PERFETTI VAN MELLE-INDIA,CENTER FRUIT XPLODE,CENTER FRUIT XPLODE- LEMON PPH 4.8 GM,PLPCH,4.800 GM,4.8,GM,4.8,0.0
106,PERFETTI VAN MELLE-INDIA,CHUPA CHUPS LOLLIPOP,CHUPA CHUPS LOLLIPOP- STRAWBERRY PPH 12 GM,PLPCH,12.000 GM,12.0,GM,12.0,0.0
106,PERFETTI VAN MELLE-INDIA,CHUPA CHUPS LOLLIPOP,CHUPA CHUPS LOLLIPOP- CHERRY PPH 12 GM,PLPCH,12.000 GM,12.0,GM,12.0,0.0
106,PRAYAGH NUTRI PRODUCT-INDIA,CINTU,CINTU- PINEAPPLE CHATPAT PPH 3 GM,PLPCH,3.000 GM,3.0,GM,3.0,0.0
106,PRAYAGH NUTRI PRODUCT-INDIA,CINTU,CINTU- STRAWBERRY CREAM CANDY PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,PRAYAGH NUTRI PRODUCT-INDIA,CINTU HEARTS,CINTU HEARTS- PPH 3 GM,PLPCH,3.000 GM,3.0,GM,3.0,0.0
106,KIM KIM ENTERPRISES-INDIA,KIM KIM,KIM KIM- PAN MEETHA PPH 5.5 GM,PLPCH,5.500 GM,5.5,GM,5.5,0.0
106,KAYEMPEE FOODS PVT LTD - INDIA,AUSOME PIK POK,AUSOME PIK POK- RICH CAPPUCCINO CANDY PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,KWALITY CONFECTIONERY-NPL,KWALITY KAB'S DAIRY ECLAIRS,KWALITY KAB'S DAIRY ECLAIRS- EWP 3 GM,EWRPK,3.000 GM,3.0,GM,3.0,0.0
106,ASHA CONFECTIONERY-INDIA,SR 25 HOT COFFEE,SR 25 HOT COFFEE- 2 IN 1 CREAM & COFFEE PPH 5 GM,PLPCH,5.000 GM,5.0,GM,5.0,0.0
106,PERFETTI VAN MELLE-INDIA,ALPENLIEBE SPICY,ALPENLIEBE SPICY- GUAVA PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,PERFETTI VAN MELLE-INDIA,ALPENLIEBE,ALPENLIEBE- RICH MILKY CARAMEL TOFFEE PPH 20.7 GM,PLPCH,20.700 GM,20.7,GM,20.7,0.0
106,VIBHAV FOOD INDUSTRIES-NEPAL,ANGRY BIRD CANDY,ANGRY BIRD CANDY- VANILLA PPH 2.5 GM,PLPCH,2.500 GM,2.5,GM,2.5,0.0
106,CAMPCO CHOCOLATE FACTORY-IND,CAMPCO CREAMY ECLAIRS,CAMPCO CREAMY ECLAIRS-EWP 2.8 GM,EWRPK,2.800 GM,2.8,GM,2.8,0.0
106,PRAYAGH NUTRI PRODUCT-INDIA,CINTU KOFILIK,CINTU KOFILIK- COFFEE PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,SUNCREST FOOD MAKERS-INDIA,DARLING VELVETTO,DARLING VELVETTO- LEMON PPH 4GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,SUNCREST FOOD MAKERS-INDIA,DARLING VELVETTO,DARLING VELVETTO- BLACKBERRY PPH 4GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,SUNCREST FOOD MAKERS-INDIA,DARLING VELVETTO,DARLING VELVETTO- GREEN APPLE PPH 4GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,SUNCREST FOOD MAKERS-INDIA,DARLING VELVETTO,DARLING VELVETTO- LITCHI PPH 4GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,SUNCREST FOOD MAKERS-INDIA,DARLING VELVETTO,DARLING VELVETTO- MANGO PPH 4GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,SUNCREST FOOD MAKERS-INDIA,DARLING VELVETTO,DARLING VELVETTO- PEACH PPH 4GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,SUNCREST FOOD MAKERS-INDIA,DARLING VELVETTO,DARLING VELVETTO- RED CHERRY PPH 4GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,SUNCREST FOOD MAKERS-INDIA,DARLING VELVETTO,DARLING VELVETTO- TAMARIND PPH 4GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,DURGA CONFECTIONERY-INDIA,DOUBLE CREAM ROYAL CANDY,DOUBLE CREAM ROYAL CANDY-BUTTER PPH 3.15 GM,PLPCH,3.150 GM,3.15,GM,3.15,0.0
106,ASIAN BISCUITS & CONFECTNRY-NP,GOODLIFE,GOODLIFE- COLA PPH 4.00 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,ASIAN BISCUITS & CONFECTNRY-NP,GOODLIFE HUNNY BUNNY,GOODLIFE HUNNY BUNNY- SOFT MILK TOFFEE PPH 4GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,ASIAN BISCUITS & CONFECTNRY-NP,GOODLIFE ROCHAK,GOODLIFE ROCHAK- KHATTI MITHI PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,SHAKTI FOOD PRODUCTS - INDIA,JANU,JANU- KAJU BUTTER ROLL TOFFEE PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,KWALITY CONFECTIONERY-NPL,KWALITY WHITE BITE TOFFEE,KWALITY WHITE BITE TOFFEE-PPH 4 GM,PLPCH,4.000 GM,4.0,GM,4.0,0.0
106,SUJAL FOODS PVT LTD-NEPAL,SUJAL LACTO ONE,SUJAL LACTO ONE- EWP 4 GM,EWRPK,4.000 GM,4.0,GM,4.0,0.0
106,LOTTE INDIA-INDIA,LOTTE SPOUT,LOTTE SPOUT- GUAVA PPH 3.8 GM,PLPCH,3.800 GM,3.8,GM,3.8,0.0
106,LOTTE INDIA-INDIA,LOTTE SPOUT,LOTTE SPOUT- MANGO PPH 3.8 GM,PLPCH,3.800 GM,3.8,GM,3.8,0.0
106,LOTTE INDIA-INDIA,LOTTE SPOUT,LOTTE SPOUT- ORANGE PPH 3.8 GM,PLPCH,3.800 GM,3.8,GM,3.8,0.0
106,LOTTE INDIA-INDIA,LOTTE SPOUT,LOTTE SPOUT- PINEAPPLE PPH 3.8 GM,PLPCH,3.800 GM,3.8,GM,3.8,0.0
106,LOTTE INDIA-INDIA,LOTTE SPOUT,LOTTE SPOUT- STRAWBERRY PPH 3.8 GM,PLPCH,3.800 GM,3.8,GM,3.8,0.0
